Ingredient id,Ingredient name,Ingredient alias
HBIN043737,Senkyunolide-K,NA
HBIN043738,senkyunolide L,senkyunolide l; senk...
HBIN043739,senkyunolide M,senkyunolide m; SCHE...
HBIN043740,senkyunolide n,NA
HBIN043741,Senkyunolide-N,NA
HBIN043742,Senkyunolide-P,NA
HBIN043743,senkyunolide q,NA
HBIN043744,Senkyunolide-Q,NA
HBIN043745,Senkyunolide-R,NA
HBIN043746,senkyunolide-S,NA
HBIN043747,senkyunone,NA
HBIN043748,senlciphylline,NA
HBIN044062,sinapic acid,A829376; (E)-3-(4-hy...
HBIN044152,Sitogluside,"(2R,3R,4S,5S,6R)-2-[..."
HBIN044158,sitosterol,stigmasta-5-en-3-ol;...
HBIN044475,spathulenol,spathulenol ; (-)-Sp...
HBIN044476,(-)-spathulenol,NA
HBIN044487,specneuzhenide,NA
HBIN044730,stearic acid,4-02-00-01206 (Beils...
HBIN045073,sucrose,Amerfand; 29253-78-9...
HBIN045213,sym-homospermidine,N-(4-azaniumylbutyl)...
HBIN045937,Tereben,1-Methyl-4-(1-methyl...
HBIN045966,Terpilene,99-86-5; .alpha.-Ter...
HBIN045972,()-Terpinen-4-ol,(S)-1-Isopropyl-4-me...
HBIN045973,terpinen-4-ol,LS-2615; 1-methyl-4-...
HBIN046033,tetradecane,"Alkenes, C10-16 .alp..."
HBIN046103,tetramethylpyrazine,NSC46451; AS-16022; ...
HBIN046107,tetramethypyrazine,NA
HBIN046387,thymol,AIDS017743; Thymol (...
HBIN046495,TML,Trimethylamine(alkyl...
HBIN046656,trans-2-Nonen-1-ol,22104-79-6; Non-2-en...
HBIN046705,trans-9-trans-12-lin...,NA
HBIN046719,trans-beta-farnesene,DTXSID9047049; JSNRR...
HBIN046736,trans-caryophyllene,(-)-Caryophyllene; B...
HBIN046825,trans-Piperitol,C03039; trans-6-(Iso...
HBIN046897,triacontanol,ZINC6920386; Tomatex...
HBIN047124,trimethylamine,TMA-HCL; CAS-593-81-...
HBIN047125,trimethylamine oxide,Hydroxytrimethylamin...
HBIN047546,Undekansaeure,n-Undecoic acid; FEM...
HBIN047561,uracil,NSC3970; C00106; 169...
HBIN047718,Valerophenone,EINECS 213-767-3; NS...
HBIN047726,vallesiachotamine,34384-71-9; 17-Isova...
HBIN047738,vanillic acid,CJ-02984; CHEBI:1663...
HBIN047744,vanillin,Methylprotocatechuic...
HBIN047745,vanillin acetate,A842489; UJGRGFLENAR...
HBIN048039,vitamin b1,2-[3-[(6-amino-2-met...
HBIN048186,wallichilide,NA
HBIN048329,WLN: 2VR,Usaf ek-1235; NSC 16...
HBIN048342,WLN: Q1R,NSC 8044; Aromatic p...
HBIN048362,WLN: T5OJ BVO1,methyl furan-2-carbo...
HBIN048366,WLN: VH6,Heptaldehyde; AI3-02...
HBIN048510,xiongterpene,NA
HBIN048765,"(z')-3,8-dihydro-6,6...",NA
HBIN048783,"(z)-4,5-dihydro-6,7-...","(z)-4,5-dihydro-6,7-..."
HBIN048784,"(Z)-4,5-Dihydro-6,7-...","(z)-4,5-dihydro-6,7-..."
HBIN048795,"(z)-6,7-epoxy-6,7-di...","SCHEMBL14032224; 6,7..."
HBIN048797,"Z-6,8',7,3'-diligust...",NA
HBIN049034,(Z)-Ligustilide,ST5406819; W333301_A...
HBIN049035,z-ligustilide,SCHEMBL4087027; KS-0...
HBIN049091,"(z,z ')-diligustilid...","J3.557.677K; 5beta,1..."
HBIN000016,"10,12-peroxycalamene...",NA
HBIN001454,"1,4-Epoxy-16-hydroxy...","1,4-epoxy-16-hydroxy..."
HBIN002102,"1,8 cineole","Eucalyptol, tested a..."
HBIN002161,19894-97-4,"(1R)-6,6-Dimethylbic..."
HBIN003086,"(1R,3aR,4R,7R)-7-iso...","(1R,3aR,4R,7R)-1,4-d..."
HBIN003159,"(1R,5S)-7,7-dimethyl...",BB_NC-0154; ZINC0096...
HBIN003243,"(1S,3aS,4S,7R,8aS)-7...","(1S,3aS,4S,7R,8aS)-1..."
HBIN003249,"(1S,3R,5S)-6,6-dimet...","SMP2_000270; (1S,3R,..."
HBIN003303,"(1S,5R)-7,7-dimethyl...",ZINC00968031; InChI=...
HBIN007941,3alpha-dihydroxyurse...,NA
HBIN009007,3-O-(2-rhamnosylgluc...,NA
HBIN010046,"4,5-secoeudesmane",NA
HBIN010109,"4,7-dimethyl-1-tetra...",NA
HBIN010189,"4α,5α-oxidoeudesm-11...",NA
HBIN010232,"(4aR,7R)-7-isopropen...","(4aR,7R)-1,4a-dimeth..."
HBIN010245,"(4aS,6R,8aS)-4a-hydr...","(4aS,6R,8aS)-4a-hydr..."
HBIN011334,58924_FLUKA,(&#8722;)-Isolongifo...
HBIN011464,5beta-Cyprinol,5beta-cyprinol; 5β-c...
HBIN012020,"6-[(3S,5R)-1-methyl-...","6-[(3S,5R)-5-(hydrox..."
HBIN012788,(6S)-1-isopropyl-3-i...,(6S)-6-ethenyl-6-met...
HBIN013798,8-Isopentenyl-kaempf...,De-O-methylanhydroic...
HBIN014593,Acoradiene,"Spiro(4,5)dec-7-ene,..."
HBIN015421,α-Cadinene,"3,7,11-trimethyldode..."
HBIN015469,alpha-Cubebene,α-cubebene; α- cubeb...
HBIN015481,alpha-cyperone,α-cyperone; CHEBI:80...
HBIN015547,alpha-humulene,"(1E,4E,8E)-2,6,6,9-t..."
HBIN015645,alpha-phellandrene,"1,3-Cyclohexadiene, ..."
HBIN015651,(-)-alpha-Pinene,CHEBI:28660; ALPHA-P...
HBIN015663,α-rotunol,alpha-rotunol
HBIN015672,alpha-Selinene,α- Selinene; alpha-s...
HBIN015681,α-spinasterol,LS-146748; α- spinas...
HBIN015868,Ammiol,"7-(hydroxymethyl)-4,..."
HBIN016827,Aristolone,UGVIZCBJCSXBCJ-RQIDD...
HBIN017966,β-amyrin,SCHEMBL14226156; bet...
HBIN018043,beta-cyperone,β-cyperone
HBIN018094,beta-elemene,MolPort-020-005-674;...
HBIN018194,beta-muurolene,β-Muurolene
HBIN018242,beta-pinene,55963-81-0; Piccolyt...
HBIN018249,beta-Rotunol,"(4aR,6R,8aS)-4a-hydr..."
HBIN018263,β-selinene,"ZINC8234293; (4aR,7R..."
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN019239,Cadalin,483-78-3; Naphthalen...
HBIN019252,cadinene,".beta.-Cadinene, (-)..."
HBIN019298,caffeic acid,Caffeate; Lopac-C-06...
HBIN019336,calarene,CALARENE; .beta.-Gur...
HBIN019948,catechol,430749_ALDRICH; Cate...
HBIN020445,Chryseriol,"3'-Methoxy-4',5,7-tr..."
HBIN020619,cinaroside,Luteoloside; Glucolu...
HBIN021420,copadiene,8-ISOPROPYL-1-METHYL...
HBIN021422,copaene,Copaene; α-ylangene;...
HBIN022040,cyanidin,"cyanidin ; 2-(3,4-di..."
HBIN022407,Cymol,UN2046; p-methyl cum...
HBIN022490,"(?)-cypera-2,4(15)-d...",NA
HBIN022492,(+)-cyperadione,NA
HBIN022494,cyperene,Cyperene; 2387-78-2;...
HBIN022495,cyperenoic acid,NA
HBIN022498,cyperol,CHEMBL2268862; APWLD...
HBIN022499,Cyperolone,SCHEMBL19419895; AC1...
HBIN022501,cyperotundone,NA
HBIN022506,cyprotene,NA
HBIN022819,d-camphene,"(1R)-2,2-Dimethyl-3-..."
HBIN022976,dehydroaromadendrene,dehydro-aromadendren...
HBIN023132,delphinidin,delphinidin ; delfin...
HBIN023506,deucosterol,NA
HBIN024085,Dimethyl tetrasulfid...,85931-55-1; Tetrasul...
HBIN024781,(E)-calamenene,"(1S,4R)-4-isopropyl-..."
HBIN025262,epi-alpha-selinene,NA
HBIN025456,epoxyguaine,NA
HBIN026052,"Eudesma-4,6-dien-3-o...","(4aR)-7-isopropyl-1,..."
HBIN027111,gamma-Calacorene,gamma-calacorene
HBIN027963,GLO,Glucose (C-14); malt...
HBIN028474,guaiene,beta-guaiene; β-guai...
HBIN029163,Heriguard,Cyclohexanecarboxyli...
HBIN029504,homoovientin,NA
HBIN029807,Hyndarin,AIDS002241; 84-38-8;...
HBIN029837,hyperoside,quercetin-3-O-beta-g...
HBIN030634,isocurcumenol,isocurcum enol; LS-6...
HBIN030642,isocyperol,CZFHAODYOVXPIQ-FFHGM...
HBIN030644,isodalbergin,ZINC13339734; 7-hydr...
HBIN030834,isokobusone,"(1S,5R,9R)-5-hydroxy..."
HBIN031114,isorhamnetin,3'-O-Methylquercetin...
HBIN031201,(-)-Isorotundene,"1,5-Dimethyl-9-methy..."
HBIN031202,(?)-isorotundene,NA
HBIN031753,kaempferol,TNP00039; nchembio.2...
HBIN032137,keto-L-fructose,"CHEBI:37724; (3R,4S,..."
HBIN032154,Khell,"K2750_SIGMA; 4,9-Dim..."
HBIN032171,Khellol,7-(hydroxymethyl)-4-...
HBIN032172,khellol glucoside,NA
HBIN032222,kobusone,CHEBI:80842; Kobuson...
HBIN032226,Koelreuteria saponin...,koelreuteria saponin...
HBIN032836,ledane,Ledane
HBIN033265,linalool,CJ-23937; Spectrum5_...
HBIN033274,linalyl acetate,"3ID3M89AV9; [(3S)-3,..."
HBIN033428,L-Limonen,(4S)-1-methyl-4-prop...
HBIN033803,luteolin,Prestwick3_000870; T...
HBIN034944,methyl-2alpha-hydrox...,NA
HBIN035117,methyl betulinate,NSC-152532; 2259-06-...
HBIN035310,methyl maslinate,SCHEMBL17124294
HBIN036035,mustakone,NA
HBIN036044,muurolene,"Naphthalene , 1 , 6-..."
HBIN036067,myrcene,7-Methyl-3-methylene...
HBIN036311,"Naphthalene, 1,2,3,4...","(1R,4aS,8aS)-7-methy..."
HBIN037273,nootkatene,NA
HBIN037278,()-Nootkatone,"ZINC01081321; (4R,4a..."
HBIN037281,(-)-nopinene,"(1S,5S)-6,6-dimethyl..."
HBIN037378,(?)-norrotundene,NA
HBIN037940,oleanolic acid,Olean-12-en-28-oic a...
HBIN038917,patchoulenone,NA
HBIN038918,patchouleny acetate,NA
HBIN038919,patchouli alcohol,986P550; HHH8CPR1M2;...
HBIN039419,PHB,NSC4961; AE-848/3219...
HBIN040908,protocatechuic acid,"3,4-Dihydroxybenzoic..."
HBIN040965,prunellin,NA
HBIN041495,quercetin,"2-(3,4-dihydroxyphen..."
HBIN042106,Resivit,"rel-(2R,3S,4S)-2-(3,..."
HBIN042161,rhamnetin-3-o-rhamno...,NA
HBIN042419,rosenonolactone,NA
HBIN042469,rotundene,NA
HBIN042470,rotundenol,NA
HBIN042487,rotundone,"(3S,5R,8S)-3,8-dimet..."
HBIN042490,Rouhuoside,rouhuoside
HBIN042501,(R)-p-Menth-1-en-4-o...,20126-76-5; (&#8722;...
HBIN042670,rutin,"2-(3,4-dihydroxyphen..."
HBIN042852,salicylic acid,3320-EP2298732A1; D0...
HBIN044152,Sitogluside,"(2R,3R,4S,5S,6R)-2-[..."
HBIN044158,sitosterol,stigmasta-5-en-3-ol;...
HBIN044918,stigmasterol,"(3beta,22E)-Stigmast..."
HBIN044942,stigmasterol glucosi...,NA
HBIN044943,stigmasterol glucosi...,NA
HBIN045102,sugebiol,NA
HBIN045103,sugeonol,NA
HBIN045104,sugeonyl acetate,NA
HBIN045105,sugetriol,Sugetriol; CHEBI:811...
HBIN046820,trans-pinocamphone (...,"(1R,2S,5S)-2,7,7-tri..."
HBIN046960,tricin,"NSC294579; 5,7-dihyd..."
HBIN047613,ursolic acid,ursolicacid; U6753_S...
HBIN047691,()-Valencene,"75056_FLUKA; (3R,4aR..."
HBIN047733,Vanay,SPBio_000878; NCGC00...
HBIN047738,vanillic acid,CJ-02984; CHEBI:1663...
HBIN048033,Visnagin,4-Methoxy-7-methyl-5...
HBIN000951,12-O-Nicotinoylisoli...,12-o-nicotinoylisoli...
HBIN001307,13-Tetradecenyl acet...,tetradec-13-enyl eth...
HBIN001951,16-Oxoseratenediol,16-oxoseratenediol
HBIN002568,1-heptadecanol,NA
HBIN002583,1-HEXADECYNE,hexadec-1-yne; EINEC...
HBIN002707,"1-methoxy-(9r,10s)-e...",NA
HBIN003118,"(1R,4E,7E,11R)-1,5,9...",NA
HBIN003134,"(1R,4S,4aR,8aR)-4-is...","(1R,4S,4aR,8aR)-1,6-..."
HBIN003274,"(1S,4E,8E,10R)-4,8,1...",NA
HBIN003338,1-tetradecanol,CS-W004294; TR-00247...
HBIN003404,20-glucosylginsenosi...,"(2S,3R,4S,5S,6R)-2-[..."
HBIN003405,20-Hexadecanoylingen...,20-hexadecanoylingen...
HBIN003453,20-(R)-Ginsenoside-R...,20-(r)-ginsenoside-r...
HBIN003454,20(R)-ginsenoside Rg...,20-(R)-Ginsenoside-R...
HBIN003457,20(r)-ginsenoside rg...,NA
HBIN003459,20(r)-ginsenosiderh1,20(R)- ginsenoside R...
HBIN003460,20(R)-Ginsenoside-Rh...,20(r)-ginsenoside-rh...
HBIN003464,20(R)-Ginsenoside-Rh...,20(r)-ginsenoside-rh...
HBIN003499,20(S)-ginsenoside-Rg...,NA
HBIN003500,20-(S)-Ginsenoside-R...,20-(s)-ginsenoside-r...
HBIN003501,20(S)-ginsenoside Rg...,20(S)- ginsenoside-R...
HBIN003502,20-(S)-Ginsenoside-R...,NA
HBIN003504,20(s)-ginsenosiderh1,20(S)- ginsenoside R...
HBIN003505,20(S)-Ginsenoside-Rh...,20(s)-ginsenoside-rh...
HBIN003506,20(S)-Ginsenoside-Rh...,20(R)-ginsenoside Rg...
HBIN003507,20(s)-ginsenosiderh2,20(s)-ginsenoside-rh...
HBIN003510,20(s)-protopanaxadio...,"(3S,8R,9R,10R,12R,13..."
HBIN003898,"2,3,4-Trimethyldecan...",NA
HBIN003940,"2,3,8-Trimethyldecan...",NA
HBIN004248,"2,4,6-trihydroxyacet...",NA
HBIN004653,"2,5-dimethyl-7-hydro...",38412-47-4; CHEMBL50...
HBIN004822,"2,6,10,15-tetramethy...","2,6,10,15-Tetramethy..."
HBIN004918,"2,6-dimethyl-3,7-oct...",NA
HBIN004946,"2,6-ditertbutyl-4met...","2,6-ditertbutyl-4-me..."
HBIN005631,2-Formylpyrrole,SBB004389; InChI=1/C...
HBIN005659,2-heptadecanone,CHEMBL3273575; Penta...
HBIN006096,2-methyl-tetradecane,NA
HBIN006102,2-METHYLTRIDECANE,1560-96-9; Tridecane...
HBIN006483,"(2R,3S,4S,5R,6R)-2-(...","(2R,3R,4S,5S,6R)-2-[..."
HBIN006653,"(2S,3R,4S,5S,6R)-2-[...","(2S,3R,4S,5S,6R)-2-[..."
HBIN007058,"3-[[(2S)-2,4-dihydro...","3-[[(2S)-2,4-dihydro..."
HBIN007453,"3,4-Dimethylheptane",NA
HBIN007662,"3,5-dimethyl-4-metho...",AC1L3GTA; ANW-24490;...
HBIN007666,"3,5-Dimethyl-p-anisi...","4-methoxy-3,5-dimeth..."
HBIN007703,3691-11-0,"(3S,3aS,5R)-5-isopro..."
HBIN008522,3-Ethyl-3-methylhept...,17302-01-1; 3-ethyl-...
HBIN008944,3-methylheptane,3-methyl heptane
HBIN008973,3-methylundecane,3-Methylundecane
HBIN009237,3-O-beta-D-Glucurono...,3-o-β-d-glucuronopyr...
HBIN009238,3-O-beta-D-Glucurono...,NA
HBIN009289,3-O-caffeoylshikimic...,3-o-caffeoylshikimic...
HBIN009550,"(3R,5R,8R,9R,10R,12R...","(3R,5R,8R,9R,10R,12R..."
HBIN009637,"[(3S,4R,5R)-5-[[(2R,...","[(3S,4R,5R)-5-[[(2R,..."
HBIN009659,"(3S,5R,6S,8R,9R,10R,...","(3S,5R,6S,8R,9R,10R,..."
HBIN009660,"(3S,5R,6S,8R,9R,10R,...","(3S,5R,6S,8R,9R,10R,..."
HBIN009661,"(3S,5R,8R,9R,10R,12R...","(3S,5R,8R,9R,10R,12R..."
HBIN010095,"4,7-Dihydroxy-5-meth...","4,7-dihydroxy-5-meth..."
HBIN010239,"(4aS,6aR,6aS,6bR,8aR...",NA
HBIN010693,4-Methyldodecane,4-methyl-Dodecane
HBIN011003,"5-[(3aS,6R,6aR)-2-ke...","5-[(3aS,6R,6aR)-2-ox..."
HBIN011554,5-(heptadec-12-enyl)...,5-(heptadec-12-enyl)...
HBIN011555,5-heptadec-12-enylre...,5-[(E)-heptadec-12-e...
HBIN011721,5-Isobutylnonane,"Nonane, 5-(2-methylp..."
HBIN011820,5-methyl-tetradecane,NA
HBIN011847,5-o-caffeoylshikimic...,5-o-caffeoylshikimic...
HBIN012484,6-malonylginsenoside...,NA
HBIN012485,6'-Malonylginsenosid...,NA
HBIN012486,6''-malonylginsenosi...,NA
HBIN012488,6'-Malonylginsenosid...,NA
HBIN012945,"7,6'-dihydroxy-3'-me...",AC1NSUOG; SCHEMBL999...
HBIN013046,7alpha-L-Rhamnosyl-6...,7alpha-l-rhamnosyl-6...
HBIN013123,7-(beta-Xylosyl)ceph...,7-(β-xylosyl)cephalo...
HBIN013491,7-Tetradecyne,SBB008952; tetradec-...
HBIN014104,9-HEXADECENOIC ACID,Palmitolinoleic acid...
HBIN014180,"(9r,10s)-epoxyheptad...",NA
HBIN014387,Acetal,Acetal (Acetaldehyde...
HBIN014684,adenine,"1,6-Dihydro-6-iminop..."
HBIN014685,adeninenucleoside,NA
HBIN014693,adenosine,SCHEMBL170902; adeno...
HBIN014695,Adenosine triphospha...,adenosine triphospha...
HBIN015117,alexandrin,daucosterin; eleuthe...
HBIN015118,alexandrin_qt,daucosterin_qt
HBIN015210,alloaromadedrene,(+)-AROMADENDRENE; a...
HBIN015211,alloaromadendrene,alloaro-madendrene; ...
HBIN015421,α-Cadinene,"3,7,11-trimethyldode..."
HBIN015424,α-cadinol,alpha-cadinol ; alp...
HBIN015449,α-cedrol,alpha-cedrol
HBIN015515,alpha-Farnesene,alpha-farnesene; CHE...
HBIN015533,alpha-Guaiene,"(1S,4S,7R)-1,4-dimet..."
HBIN015534,α-guriunene,"(4aR)-1,1,4,7-tetram..."
HBIN015536,alpha-Guttiferin,alpha-guttiferin
HBIN015547,alpha-humulene,"(1E,4E,8E)-2,6,6,9-t..."
HBIN015613,α-muurolene,α-Amorphene; α- Amor...
HBIN015622,α-neoclovene,NA
HBIN015633,α-Panasinsene,α-panasinsene
HBIN015668,alpha-santalol,"2-Penten-1-ol, 5-(2,..."
HBIN015672,alpha-Selinene,α- Selinene; alpha-s...
HBIN016080,anethole,25679-28-1; Spectrum...
HBIN016180,anisaldehyde,AI3-00223; 4-Anisald...
HBIN016515,aposcopolamine,535-26-2; Prestwick_...
HBIN016516,Aposiopolamine,3-OXA-9-AZATRICYCLO[...
HBIN016571,arachidonate,CBiol_001948; KBio2_...
HBIN016586,Araloside A,araloside a
HBIN016722,Argininyl-fructosyl-...,argininyl-fructosyl-...
HBIN016723,Argininyl-fructosyl-...,NA
HBIN017200,astilbin,4H-1-Benzopyran-4-on...
HBIN017616,bata-caryophyllene,NA
HBIN017987,β-bisabolene,"(1S)-bisabola-4,7(11..."
HBIN018012,beta-caryophyllene,"ZINC30726969; 4,11,1..."
HBIN018094,beta-elemene,MolPort-020-005-674;...
HBIN018116,β-farnesene,DTXSID9047049; JSNRR...
HBIN018148,β-humulene,"(1E,5E)-1,4,4-trimet..."
HBIN018183,β-maaliene,"[1aR-(1a.alpha.,3a.a..."
HBIN018204,β-neoclovene,NA
HBIN018221,β-panasinsene,beta-Phellandrene; b...
HBIN018223,β-patchoulene,beta-patchoulene; β-...
HBIN018257,β-santalol,(Z)-beta-santalol; 2...
HBIN018263,β-selinene,"ZINC8234293; (4aR,7R..."
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN018283,β-sitosterol-3-(6-li...,NA
HBIN018284,β-sitosterol-3-(6-pa...,NA
HBIN018286,β-sitosterol-3-(6-st...,NA
HBIN018469,bicyclogermacrene,Bicyclogermacrene; C...
HBIN018535,biotin,NA
HBIN019336,calarene,CALARENE; .beta.-Gur...
HBIN019475,campesterol,campesterol ; FT-008...
HBIN019484,Campesteryl ferulate,campesteryl ferulate
HBIN020019,Celabenzine,AC1NB02H; celabenzin...
HBIN020303,chikusetsusaponin II...,Chikusetsusaponin II...
HBIN020305,chikusetsusaponin iv,7518-22-1; Chikusets...
HBIN020378,chloropanaxydiol,CTK4A8857; AC1L2XYD;...
HBIN020406,choline,Choline chloride; ch...
HBIN020427,Chrysanthemaxanthin,".beta.,.epsilon.-Car..."
HBIN020796,"cis-9,cis-12-linolei...","cis-9,cis-12-linolei..."
HBIN020965,cis-Widdrol alpha-ep...,cis-widdrol α-epoxid...
HBIN020984,citric acid,InChI=1/C6H8O7/c7-3(...
HBIN020993,citronellal,LMPR0102010007; 6-Oc...
HBIN022622,Dammarane,"(5S,8R,9R,10S,13R,14..."
HBIN022705,darutoside,stigmasterol-beta-D-...
HBIN022771,daucosterol,beta-Sitosterol-beta...
HBIN022781,dauricine,AKOS015965146; AC-20...
HBIN022782,Dauricine (8CI),"NSC 36413; Phenol, 4..."
HBIN022815,DBP,NSC 6370; KBio2_0025...
HBIN023204,delta-elemene,delta-Elemene; δ-ele...
HBIN023205,delta-guaiene,NA
HBIN023366,Deoxygomisin A,gomisin N; deoxygomi...
HBIN023368,Deoxyharringtonine,"Cephalotaxine, 4-met..."
HBIN023424,D-erythro-Isocitric ...,"3-carboxy-2,3-dideox..."
HBIN023513,d-fenchone,NA
HBIN023586,Dianthoside,CHEMBL485278; maltol...
HBIN023588,Dianthramine,C08478; 2-[(2-carbox...
HBIN023629,dibutyl oxalate,Oxalic Acid Dibutyl ...
HBIN023631,dibutyl phthalate,"1,2-Benzenedi(carbox..."
HBIN023916,dihydrokaempferol-3-...,NA
HBIN023970,dihydroquercetin,AC1LEHLM; NC00093; T...
HBIN023972,Dihydroresveratrol,CTK5A8302; dihydrore...
HBIN024112,Diop,"HSDB 588; 1,2-Benzen..."
HBIN024264,diterbutyl phthalate,NA
HBIN024271,Ditertbutyl phthalat...,Di-(terc-butilperoxi...
HBIN024328,d-mannuronic acid,alpha-D-mannuronate;...
HBIN024368,dodecane,AC1NSE4A; 34977-49-6...
HBIN024378,dodecanol,AC1O5YKJ; 1-dodeceno...
HBIN024936,eicosane,Jsp001609; KS-00000U...
HBIN024938,eicosanetetraenoic a...,eicosanetetraenoicac...
HBIN024976,elemicin,Elemicine; elemicin ...
HBIN025091,Enhydrin,enhydrine; BDBM50377...
HBIN025287,epicatechin,epi-Catechol; (3R)-2...
HBIN025288,(-)epicatechin,EINECS 207-710-1; KB...
HBIN025465,epsilon-Cadinene,"AC1NST8E; (4aR)-4,7-..."
HBIN026628,folicacid,folic acid
HBIN026629,Folinic acid,4-{[(2-amino-5-formy...
HBIN026793,fructose,SCHEMBL16930344
HBIN026800,Frutinone A,FT-0668883; frutinon...
HBIN026829,Fumarine,C05189; TNP00339; 7-...
HBIN027158,Gamma-Selinene,(4aR-trans)-Decahydr...
HBIN027159,gamma-sitosterol,"(3S,8R,9R,10S,13R,14..."
HBIN027693,ginsenol,"(1R,4S,7R,8S)-1,5,5,..."
HBIN027696,ginsenoside f1,"(2S,3R,4R,5S,6R)-2-[..."
HBIN027703,ginsenoside f4,ginsenoside f 4
HBIN027705,ginsenoside i,NA
HBIN027706,ginsenoside ia,ginsenoside i a
HBIN027707,ginsenoside ib,NA
HBIN027708,ginsenoside ic,NA
HBIN027709,ginsenoside ii,NA
HBIN027710,ginsenoside iii,NA
HBIN027711,ginsenoside La,Ginsenoside-La; gins...
HBIN027712,ginsenoside-la,beta-D-Glucopyranosi...
HBIN027713,ginsenoside La_qt,Ginsenoside-La_qt
HBIN027718,ginsenoside-r0,NA
HBIN027720,ginsenosidera0,ginsenoside ra 0
HBIN027721,Ginsenoside-Ra0,ginsenoside-Ra0; gin...
HBIN027722,ginsenosidera1,ginsenoside ra1; gin...
HBIN027723,Ginsenoside-Ra1,ginsenoside-ra1
HBIN027724,ginsenosidera2,ginsenoside r a2
HBIN027725,Ginsenoside-Ra2,ginsenoside-ra2
HBIN027726,ginsenosidera3,ginsenoside ra 3
HBIN027727,Ginsenoside-Ra3,ginsenoside-ra3
HBIN027728,ginsenoside rb0,NA
HBIN027729,ginsenoside rb1,Q-100470; A-D-glucop...
HBIN027731,ginsenoside rb2,MFCD00221755; EINECS...
HBIN027732,ginsenoside-Rb2,ginsenoside- Rb2; gi...
HBIN027733,ginsenoside Rb3,ginsenoside rb3; gin...
HBIN027734,ginsenoside-rb3,NA
HBIN027737,ginsenoside rc,2-[[2-[[17-[2-[[6-[[...
HBIN027738,ginsenoside-Rc,BRN 1677618; AC1L2NV...
HBIN027739,ginsenoside rd,ginsenoside-rd; gins...
HBIN027742,ginsenoside re,"(2S,3R,4S,5S,6R)-2-[..."
HBIN027743,ginsenoside- Re,Ginsenoside B2; Chik...
HBIN027745,ginsenoside rf,"(2S,3R,4S,5S,6R)-2-[..."
HBIN027746,ginsenoside rg1,ginsenosiderg1; gins...
HBIN027747,ginsenoside- Rg1,ginsenoside-rg1
HBIN027749,ginsenoside Rg2,ginsenoside r g2; ch...
HBIN027751,Ginsenoside Rg3,Ginsenoside-Rg3; gin...
HBIN027753,Ginsenoside-Rg3_qt,20(R)-Ginsenoside Rg...
HBIN027756,ginsenoside Rg5,ginsenoside rg 5; Gi...
HBIN027758,ginsenoside Rg5_qt,NA
HBIN027762,ginsenoside-Rh1,MolPort-019-999-714;...
HBIN027763,ginsenoside-Rh1_qt,20(R)-Ginsenoside-Rh...
HBIN027764,ginsenoside rh2,ginsenoside-rh2; 782...
HBIN027765,ginsenosiderh3,ginsenoside rh 3
HBIN027766,ginsenoside-Rh3,ginsenoside-rh3
HBIN027767,Ginsenoside-Rh3_qt,ginsenoside-Rh3_qt
HBIN027768,ginsenoside Rh4,ginsenoside rh 4; gi...
HBIN027769,Ginsenoside-Rh4,ginsenoside-rh4
HBIN027770,Ginsenoside-Rh4_qt,NA
HBIN027783,ginsenoside Ro,Ginsenoside-R0; gins...
HBIN027785,ginsenoside Ro_qt,chikusetsusaponin Ⅳ_...
HBIN027786,ginsenoside Rs1,ginsenoside rs 1; gi...
HBIN027787,Ginsenoside-Rs1,ginsenoside-rs1
HBIN027789,ginsenosiders2,ginsenoside rs 2
HBIN027790,Ginsenoside-Rs2,ginsenoside-rs2
HBIN027794,Ginsenoyne A,139163-34-1; AC1NSVV...
HBIN027796,Ginsenoyne B,10-chloroheptadeca-1...
HBIN027797,Ginsenoyne C,AC1NSVVW; LMFA050006...
HBIN027798,Ginsenoyne D,ginsenoyne d
HBIN027799,Ginsenoyne E,"9,10-Epoxy-1-heptade..."
HBIN027806,ginsinsene,NA
HBIN027809,Girinimbin,SMR000440762; Girini...
HBIN027810,girinimbine,ZINC1615142; cid_969...
HBIN028048,glucuronic acid,ZINC3869801; CHEBI:2...
HBIN028273,gomisin a,AKOS032948318; ZWRRJ...
HBIN028275,Gomisin B,gomisin b; 64938-51-...
HBIN028520,guanosine,"Guanosine, hydrate; ..."
HBIN028550,GUP,beta-D-Mannose; ZINC...
HBIN028638,Gypenoside LXIX,Ginsenoside-Rb3; gyp...
HBIN028726,Gypnoside V_qt,Ginsenoside-Ra2_qt; ...
HBIN029055,Hepanal,(-)-alpha-Gurjunene;...
HBIN029074,heptadecane,LS-74180; FT-0626894...
HBIN029260,hexadecane,442679_SUPELCO; Ceta...
HBIN029268,hexadecanoic acid,hexadecanoicacid; AC...
HBIN029604,humulene,"(1Z,4E,8E)-2,6,6,9-t..."
HBIN029608,humulene epoxide i,"(4E,8Z)-4,7,7,11-tet..."
HBIN030133,Inermin,C16229; (+)-Maackiai...
HBIN030459,isoastilbin b,NA
HBIN030466,isobaimuxinol,NA
HBIN030590,isocitricacid,isocitric acid
HBIN030591,isocitricacid b,isocitric acid b
HBIN030592,isocitricacid c,isocitric acid c
HBIN030593,isocitricacid d,isocitric acid d
