Mol ID,Molecule Name,MW,AlogP,Hdon,Hacc,OB (%),Caco-2,BBB,DL,FASA-,HL
MOL012921,stepharine,297.38,1.82,1,4,31.55,0.64,0.17,0.33,0.23,10.31
MOL012939,Scutianine C,534.77,4.32,3,8,27.32,0.62,0.32,0.79,0.35,
MOL012940,Spiradine A,311.46,1.24,1,3,113.52,0.29,0.14,0.61,0.27,15.71
MOL012941,Sylvestrene,136.26,3.50,0,0,51.28,1.82,2.09,0.02,0.28,11.33
MOL012942,Tannin,636.51,1.21,11,18,3.01,-2.28,-3.05,0.54,0.38,
MOL012943,Ziziphin,981.31,2.20,6,18,42.99,-1.64,-2.32,0.02,0.26,27.05
MOL012944,Zizyphine A,611.87,2.91,2,11,7.25,0.16,-0.17,0.63,0.28,
MOL012945,Zizyphus saponin III,"1,045.36",-0.69,11,21,12.01,-2.86,-3.94,0.02,0.25,
MOL012946,zizyphus saponin I_qt,472.78,4.39,2,4,32.69,0.42,-0.32,0.62,0.24,10.45
MOL012947,Zizyphus saponin II,929.23,0.16,10,18,22.62,-2.57,-3.38,0.04,0.26,
MOL012948,Zuztvisude I,532.65,-1.35,7,12,10.64,-1.68,-2.05,0.73,0.29,
MOL012949,"(4S)-4-hydroxy-4-[(E,3S)-3-hydroxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",224.33,1.25,2,3,53.09,0.04,-0.35,0.08,0.33,8.28
MOL012950,CMP,329.24,-2.06,4,10,19.47,-1.46,-2.05,0.35,0.33,
MOL012951,PCG,345.24,-1.98,5,11,3.76,-1.39,-1.96,0.40,0.39,
MOL012952,Daechualkaloid A,139.17,-0.50,1,3,34.94,0.62,0.78,0.03,0.21,12.88
MOL012953,Jubanine-A,370.52,2.33,2,6,14.33,0.34,0.05,0.56,0.03,
MOL012954,daechuine S3,626.93,4.37,2,10,20.00,0.23,-0.30,0.66,0.27,
MOL012955,24-Dehydrocholesterol,384.71,7.13,1,1,13.23,1.33,0.95,0.68,0.25,
MOL012956,18658-41-8,500.76,4.00,3,8,21.53,0.50,0.18,0.71,0.33,
MOL012957,ADA,194.16,-2.31,5,7,60.80,-1.85,-4.47,0.06,0.36,11.09
MOL012958,jujubasaponin IV,943.26,0.30,10,18,15.26,-2.46,-3.22,0.04,0.25,
MOL012959,jujubasaponin IV_qt,472.78,4.65,2,4,10.13,0.45,-0.05,0.63,0.25,
MOL012960,jujuboside A,"1,207.52",-2.43,14,26,7.94,-4.09,-5.17,0.02,0.23,
MOL012961,jujuboside A_qt,472.78,4.39,2,4,36.67,0.54,-0.05,0.62,0.23,9.47
MOL012962,swertisin,446.44,0.19,6,10,11.82,-1.06,-1.91,0.75,0.28,
MOL012963,zizybeoside II,594.63,-4.01,10,16,22.83,-3.06,-3.66,0.75,0.29,
MOL012964,zizyphus saponin I,913.23,0.55,9,17,21.44,-2.29,-3.14,0.05,0.26,
MOL012965,zizyvoside II,710.81,-3.99,11,18,17.94,-3.46,-4.20,0.56,0.24,
MOL012966,"(4R)-4-hydroxy-4-[(E,3S)-3-hydroxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",224.33,1.25,2,3,30.24,-0.09,-0.55,0.08,0.33,8.55
MOL012967,zizyvoside I,532.65,-1.35,7,12,10.64,-2.13,-2.60,0.73,0.29,
MOL012968,1-(4-Coumaroyl)alpha-rhamnopyranose,310.33,0.62,4,7,25.77,-0.57,-1.15,0.22,0.37,
MOL012969,2α-hydroxyoleanolic acid,471.77,4.78,2,4,17.38,-0.57,-0.87,0.74,0.04,
MOL012970,2α-hydroxyursolic acid,472.78,5.50,3,4,18.56,0.10,-0.46,0.74,0.24,
MOL012971,3-O-cis-p-coumaroyl alphitolic acid,632.96,8.01,3,6,6.83,-0.04,-1.28,0.37,0.36,
MOL012972,6'-O-p-Coumaroylgenipingentiobioside,696.72,-1.75,8,17,20.88,-2.67,-3.55,0.45,0.32,
MOL012973,Adouetine X,500.76,4.00,3,8,21.53,0.56,0.21,0.71,0.31,
MOL012974,Asimilobine,267.35,2.78,2,3,25.34,1.03,0.56,0.33,0.28,
MOL012975,Catharanthamine,809.06,4.56,2,12,7.50,0.40,-0.22,0.02,0.20,
MOL012976,coumestrol,268.23,3.01,2,5,32.49,0.55,-0.48,0.34,0.36,7.75
MOL012977,Daechuine S10,564.75,2.93,3,10,21.87,0.13,-0.58,0.76,0.35,
MOL012978,Daechuine S26,534.72,2.95,3,9,22.84,0.27,-0.07,0.82,0.34,
MOL012979,Daechuine S5,488.75,3.93,3,8,21.50,0.60,0.42,0.68,0.29,
MOL012980,Daechuine S6,548.75,3.20,2,9,46.48,0.38,0.02,0.79,0.30,6.09
MOL012981,Daechuine S7,514.74,2.81,2,9,44.82,0.46,0.12,0.83,0.27,4.67
MOL012982,Daechuine S8-1,626.93,4.24,2,10,20.00,0.27,-0.11,0.65,0.27,
MOL012983,Jujubasaponin VI,797.10,0.62,7,14,26.41,-1.76,-3.00,0.04,0.24,
MOL012984,Jujubasaponin VI_qt,488.78,3.23,2,5,8.08,0.19,-0.68,0.37,0.23,
MOL012985,Jujubasaponin V,943.26,0.30,10,18,11.41,-2.98,-3.70,0.04,0.24,
MOL012986,Jujubasaponin V_qt,472.78,4.65,2,4,36.99,0.38,-0.51,0.63,0.25,9.51
MOL012987,Jujubogenin,472.78,4.39,2,4,12.35,0.49,-0.10,0.62,0.24,
MOL012988,Jujuboside A1,"1,207.52",-2.43,14,26,7.98,-4.04,-5.12,0.02,0.23,
MOL012989,Jujuboside C_qt,472.78,4.39,2,4,40.26,0.37,-0.43,0.62,0.24,9.67
MOL012990,Jujuboside C,"1,237.55",-2.94,15,27,7.86,-4.26,-5.34,0.01,0.22,
MOL012991,Jujuboside,"1,045.36",-0.69,11,21,12.53,-2.62,-3.54,0.02,0.20,
MOL012992,Mauritine D,342.46,1.62,2,6,89.13,0.59,0.62,0.45,0.03,4.91
MOL012993,Mauritine A,575.78,2.41,3,10,14.59,0.20,-0.23,0.75,0.37,
MOL012995,zizyberanalic acid,470.76,5.41,2,4,17.25,0.28,-0.32,0.78,0.29,
MOL001335,WLN: Q1R,108.15,1.23,1,1,58.68,1.08,1.27,0.01,0.38,11.87
MOL001454,berberine,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL001468,MLT,134.10,-0.95,3,5,59.62,-0.87,-1.40,0.02,0.41,11.40
MOL001501,Daturic acid,270.51,6.82,1,2,18.51,1.12,0.95,0.12,0.21,
MOL001522,(S)-Coclaurine,285.37,2.83,3,4,42.35,0.70,0.06,0.24,0.29,4.41
MOL001540,Spinosin,608.60,-1.55,9,15,6.31,-2.32,-3.29,0.72,0.31,
MOL001551,Trochol,442.80,6.31,2,2,15.48,0.84,0.35,0.78,0.24,
MOL001841,IES,175.20,1.76,2,2,46.15,0.70,0.65,0.06,0.28,0.88
MOL001886,Tar,150.10,-1.50,4,6,66.38,-1.95,-4.59,0.02,0.44,11.68
MOL001952,Sinapyl alcohol,210.25,1.39,2,4,10.23,0.54,0.05,0.07,0.24,
MOL000261,Myristicin,192.23,2.59,0,3,17.99,1.35,1.14,0.07,0.30,
MOL002722,Vomifoliol,224.33,1.25,2,3,29.01,-0.08,-0.52,0.08,0.33,
MOL002730,Vitamin- G,376.41,0.23,5,10,6.79,-1.22,-1.77,0.50,0.32,
MOL002731,"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(E,3R)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one",386.49,-0.50,5,8,10.81,-1.25,-1.82,0.36,0.32,
MOL003410,Ziziphin_qt,472.78,4.39,2,4,66.95,0.49,-0.12,0.62,0.24,10.00
MOL000356,lupeol,426.80,7.40,1,1,12.12,1.46,1.29,0.78,0.24,
MOL003776,oleanonic acid,454.76,6.38,1,3,21.55,0.61,0.16,0.76,0.27,
MOL000042,LPG,89.11,-0.60,3,3,87.69,-0.34,-0.77,0.01,0.00,11.58
MOL000421,nicotinic acid,123.12,0.28,1,3,47.65,0.34,0.21,0.02,0.00,11.98
MOL000429,Crystal VI,132.14,-1.85,5,5,83.96,-0.88,-1.15,0.02,0.00,11.59
MOL004349,Ruvoside,550.76,1.84,4,9,18.13,-0.92,-1.68,0.63,0.22,
MOL004350,Ruvoside_qt,390.57,2.29,3,5,36.12,-0.31,-1.13,0.76,0.24,7.21
MOL004498,12-O-Nicotinoylisolineolone,469.63,1.32,3,7,20.70,-0.54,-1.19,0.83,0.31,
MOL000511,ursolic acid,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL001996,Betulonic acid,454.76,6.48,1,3,16.83,0.65,0.14,0.78,0.29,
MOL005239,Lysicamine,291.32,3.08,0,4,15.64,0.94,0.38,0.41,0.30,
MOL000053,Methose,180.18,-2.69,5,6,1.68,-1.80,-4.58,0.03,0.00,
MOL005360,malkangunin,432.56,1.84,2,7,57.71,0.22,-0.17,0.63,0.30,4.09
MOL005386,Vulgarin,264.35,1.31,1,4,29.21,0.03,-0.27,0.20,0.36,
MOL005390,"3-[[(2S)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",219.27,-0.98,4,6,21.29,-0.85,-1.25,0.06,0.29,
MOL005559,Maslinic acid,472.78,5.46,3,4,15.54,0.10,-0.55,0.74,0.25,
MOL006077,Thiamine,265.40,-0.05,3,4,19.87,-0.32,-1.14,0.11,0.15,
MOL000061,Prolinum,115.15,-0.06,2,3,77.57,0.22,0.29,0.01,0.00,11.13
MOL000627,Stepholidine,327.41,3.10,2,5,33.11,0.83,0.29,0.54,0.22,1.54
MOL000663,lignoceric acid,368.72,10.02,1,2,14.90,1.24,1.01,0.33,0.17,
MOL006837,spinosin_qt,446.44,0.19,6,10,15.80,-1.05,-1.89,0.75,0.31,
MOL006986,Nornuciferine,281.38,3.03,1,3,22.63,1.17,0.76,0.36,0.23,
MOL007213,Nuciferin,295.41,3.57,0,3,34.43,1.22,0.83,0.40,0.24,3.07
MOL007341,alphitotic acid,470.76,5.30,3,4,16.80,0.12,-0.59,0.77,0.28,
MOL000783,Protoporphyrin,562.72,8.24,4,6,30.86,0.67,-0.63,0.56,0.30,3.83
MOL000787,Fumarine,353.40,2.95,0,6,59.26,0.56,-0.13,0.83,0.30,23.46
MOL008032,"(1S,2R,4aS,6aR,6aS,6bR,8aR,12aR,14bS)-1,2,6a,6b,9,9,12a-heptamethyl-10-oxo-1,2,3,4,5,6,6a,7,8,8a,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",454.76,6.43,1,3,16.70,0.55,0.06,0.76,0.26,
MOL008034,21302-79-4,486.76,5.36,3,5,73.52,-0.05,-0.54,0.77,0.31,14.21
MOL008647,Moupinamide,313.38,2.86,3,5,86.71,0.55,-0.51,0.26,0.33,3.71
MOL002773,beta-carotene,536.96,12.00,0,0,37.18,2.25,1.52,0.58,0.33,4.36
MOL000734,GLO,180.18,-2.68,5,6,24.44,-1.93,-4.65,0.03,0.25,
MOL004550,Pomolic acid,472.78,5.32,3,4,16.85,0.32,-0.22,0.73,0.26,
MOL005508,Glucosol,472.78,5.50,3,4,15.86,-0.08,-0.75,0.74,0.25,
MOL008029,"N-(2'-hydroxytetraeosanol)-2-amino-8-octadecene-1,3,4-triol",682.26,13.31,5,6,13.99,-0.10,-1.39,0.29,0.17,
MOL013357,"(3S,6R,8S,9S,10R,13R,14S,17R)-17-[(1R,4R)-4-ethyl-1,5-dimethylhexyl]-10,13-dimethyl-2,3,6,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6-diol",430.79,7.12,2,2,34.37,0.82,0.31,0.78,0.21,5.81
MOL000119,ZINC02040970,222.41,4.56,1,1,40.43,1.44,1.31,0.06,0.30,4.73
MOL001217,()-Bornyl acetate,196.32,2.35,0,2,65.55,1.30,1.59,0.08,0.22,6.94
MOL000124,citral,152.26,3.19,0,1,22.52,1.33,1.43,0.02,0.33,
MOL001254,"(S)-p-Mentha-1,8-dien-7-al",150.24,2.67,0,1,39.00,1.36,1.57,0.03,0.31,2.22
MOL001566,calarene,204.39,4.12,0,0,52.16,1.82,2.04,0.11,0.23,-1.34
MOL000166,ZINC01609418,222.41,4.31,1,1,21.62,1.41,1.37,0.07,0.26,
MOL000200,(S)-(+)-alpha-Phellandrene,136.26,3.25,0,0,27.90,1.87,2.20,0.02,0.29,
MOL000206,isoeugenol,164.22,2.50,1,2,70.10,1.38,1.28,0.04,0.33,0.65
MOL002117,β-sesquiphellandrene,204.39,5.14,0,0,23.68,1.89,2.02,0.06,0.30,
MOL002465,"9-Octadecenoic acid (Z)-, 3-((6-O-alpha-D-galactopyranosyl-beta-D-galactopyranosyl)oxy)-2-hydroxypropyl ester, (S)-",680.93,3.69,8,14,10.02,-1.45,-1.99,0.48,0.21,
MOL002467,6-gingerol,294.43,3.47,2,4,35.64,0.54,-0.08,0.16,0.23,3.05
MOL002483,1-(4-Hydroxy-3-methoxyphenyl)decan-5-one,278.43,4.58,1,3,7.55,0.93,0.45,0.14,0.24,
MOL002494,6-gingesulfonic acid,358.50,3.05,2,6,8.56,0.11,-0.18,0.23,0.33,
MOL002496,Sulcatone,126.22,1.79,0,1,26.36,1.35,1.52,0.01,0.31,
MOL002516,zingerone,194.25,1.63,1,3,25.23,0.87,0.48,0.05,0.29,
MOL002522,beta-Rhodinol,156.30,3.05,1,1,38.05,1.19,1.12,0.02,0.24,5.19
MOL000264,Tereben,136.26,3.64,0,0,29.62,1.86,2.11,0.02,0.28,
MOL000267,beta-Citronellol,156.30,3.05,1,1,38.89,1.20,1.14,0.02,0.24,5.21
MOL003962,Geranyl propionate,210.35,3.98,0,2,25.58,1.37,1.32,0.05,0.29,
MOL003993,TRIDECANONE,198.39,4.53,0,1,10.50,1.44,1.62,0.04,0.21,
MOL005151,"[(3S)-3,7-dimethylocta-1,6-dien-3-yl] acetate",196.32,3.12,0,2,36.84,1.40,1.51,0.04,0.27,5.50
MOL005554,i-Butanol,74.14,0.83,1,1,28.26,1.03,1.26,0.00,0.21,
MOL006119,2-methyltridec-1-ene,196.42,6.36,0,0,17.62,1.83,2.06,0.04,0.22,
MOL006120,8-Gingerol,868.75,4.93,13,20,3.01,-2.34,-3.44,0.09,0.41,
MOL006121,Dimethyldiethoxysilane,148.31,2.32,0,2,39.61,1.16,1.29,0.01,0.26,11.48
MOL006122,HEPTENE,98.21,3.17,0,0,50.67,1.79,2.12,0.01,0.28,10.77
MOL006123,zingiberol,222.41,4.18,1,1,37.24,1.36,1.25,0.07,0.28,4.43
MOL006124,elemol,220.44,5.19,0,0,19.41,1.83,2.11,0.07,0.30,
MOL006125,Gingerdione,292.41,3.43,1,4,7.91,0.57,-.00,0.16,0.25,
MOL006126,Hexahydrocurcumin,374.47,3.31,3,6,4.88,0.12,-0.92,0.41,0.25,
MOL006127,6-Dehydrogingerdione,290.39,3.55,2,4,23.73,0.90,0.34,0.16,0.25,
MOL006128,gingerglycolipid)A,676.89,1.65,8,14,25.31,-2.03,-2.85,0.40,0.26,
MOL006129,6-methylgingediacetate2,394.56,4.55,0,6,48.73,0.55,-0.16,0.32,0.25,5.44
MOL006130,8-gingerdione,320.47,4.35,1,4,7.49,0.57,-0.20,0.22,0.26,
MOL006131,8-gingerol,868.75,4.93,13,20,9.99,-1.91,-3.25,0.09,0.40,
MOL006132,[5]-gingerol,280.40,3.02,2,4,8.11,0.41,-0.34,0.14,0.26,
MOL006133,(E)-1-(4-hydroxy-3-methoxyphenyl)dodec-4-en-3-one,304.47,5.47,1,3,23.77,1.10,0.50,0.19,0.25,
MOL000066,alloaromadedrene,204.39,4.22,0,0,53.46,1.83,2.10,0.10,0.00,12.51
MOL000895,Zingiberene,204.39,5.08,0,0,18.80,1.91,2.01,0.06,0.30,
MOL000912,(2S)-heptan-2-ol,116.23,2.26,1,1,23.49,1.14,1.30,0.01,0.21,
MOL000920,LINALOOL (D),154.28,2.74,1,1,38.29,1.29,1.33,0.02,0.32,6.29
MOL000012,Arachic acid,312.60,8.19,1,2,16.66,1.18,1.09,0.19,0.18,
MOL000025,α-Longipinene,204.39,4.12,0,0,53.26,1.83,2.14,0.12,0.00,12.06
MOL000034,"2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol",222.41,3.70,1,1,19.03,1.37,1.46,0.07,0.00,
MOL000037,γ-elemene,204.39,4.93,0,0,23.79,1.87,2.10,0.06,0.00,
MOL000130,CAM,152.26,1.94,0,1,67.17,1.29,1.71,0.05,0.27,11.34
MOL000171,Guaiol,222.41,3.91,1,1,38.77,1.36,1.47,0.09,0.22,6.20
MOL000208,()-Aromadendrene,204.39,4.22,0,0,55.74,1.81,2.06,0.10,0.26,11.84
MOL000209,"(1R,3aR,4R,7R)-7-isopropenyl-1,4-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulene",204.39,4.80,0,0,28.59,1.87,2.13,0.07,0.26,
MOL000249,Methylcinnamate,162.20,2.15,0,2,18.42,1.30,1.30,0.04,0.37,
MOL000252,farnesol,222.41,4.76,1,1,28.44,1.32,1.07,0.06,0.28,
MOL000253,"Styrene, 3,4-dimethyl-",132.22,3.35,0,0,32.41,1.90,2.03,0.02,0.44,11.48
MOL000257,(-)-beta-Phellandrene,136.26,3.31,0,0,40.44,1.83,2.10,0.02,0.31,10.91
MOL000266,beta-Cubebene,204.39,4.22,0,0,32.81,1.83,2.02,0.11,0.25,6.59
MOL000485,TMH,136.26,2.87,0,0,46.25,1.82,2.18,0.05,0.00,11.42
MOL000597,Neryl acetate,196.32,3.31,0,2,57.47,1.25,1.40,0.04,0.27,7.92
MOL000611,beta-Bourbonene,204.39,4.22,0,0,16.98,1.82,2.11,0.11,0.27,
MOL000674,Farnesol acetate,264.45,5.14,0,2,21.97,1.44,1.21,0.11,0.27,
MOL000699,m-Cymol,134.24,3.51,0,0,48.85,1.88,2.10,0.02,0.34,11.33
MOL000700,Nerol,154.28,2.93,1,1,35.66,1.15,1.14,0.02,0.29,6.75
MOL000712,o-Cymol,134.24,3.51,0,0,51.89,1.88,2.07,0.02,0.37,11.74
MOL000776,OXA,46.08,-0.01,1,1,63.21,0.76,0.50,0.00,0.23,11.99
MOL000899,Furanodiene,216.35,4.63,0,1,45.11,1.77,1.95,0.10,0.25,-1.17
MOL000905,()-beta-Pinene,136.26,2.93,0,0,44.77,1.85,2.29,0.05,0.28,11.32
MOL000910,Germacron,218.37,4.33,0,1,32.50,1.33,1.53,0.07,0.33,7.22
MOL000911,Terpilene,136.26,3.45,0,0,33.95,1.84,2.10,0.02,0.27,11.05
MOL000914,(5S)-1-isopropyl-4-methylbicyclo[3.1.0]hex-3-ene,136.26,2.87,0,0,47.13,1.81,2.14,0.04,0.29,11.44
MOL000916,Car-3-ene,136.26,2.87,0,0,45.15,1.85,2.18,0.04,0.26,11.44
MOL000926,cis-beta-farnesene,204.39,5.52,0,0,6.75,1.92,2.15,0.05,0.34,
MOL000933,.gamma.-Bisabolene,204.39,5.47,0,0,20.78,1.94,1.98,0.06,0.28,
MOL000935,Hepanal,204.39,4.36,0,0,53.83,1.86,2.17,0.10,0.24,11.92
MOL000936,Germacrene B,204.39,5.47,0,0,18.69,1.89,2.07,0.06,0.29,
MOL000938,calarene,204.39,4.12,0,0,51.55,1.82,2.05,0.11,0.23,-1.19
MOL000942,"(1R,4S,4aR,8aR)-4-isopropyl-1,6-dimethyl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",222.41,3.78,1,1,31.67,1.32,1.30,0.09,0.24,6.87
MOL000943,epi-10- .gamma.-Eudesmol,222.41,3.86,1,1,28.10,1.47,1.74,0.10,0.21,
MOL000980,"(4S)-4-[(1Z)-1,5-dimethylhexa-1,4-dienyl]-1-methylcyclohexene",204.39,5.28,0,0,28.62,1.88,2.01,0.06,0.28,
MOL001015,ZINC00388662,196.32,2.35,0,2,67.05,1.24,1.51,0.08,0.22,7.05
MOL001123,muurolene,204.39,4.75,0,0,19.50,1.84,2.16,0.08,0.25,
MOL001129,l-Verbenone,150.24,1.94,0,1,50.66,1.26,1.53,0.06,0.32,11.56
MOL001168,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",204.39,4.93,0,0,34.47,1.87,2.11,0.06,0.32,8.95
MOL001180,γ-muurolene,204.39,4.80,0,0,21.53,1.84,2.05,0.08,0.25,
MOL001191,"(4aR,8aR)-3-isopropylidene-5,8a-dimethyl-1,2,4,4a,7,8-hexahydronaphthalene",204.39,4.89,0,0,20.56,1.88,2.14,0.08,0.26,
MOL001211,cis-lanceol,220.39,4.24,1,1,35.94,1.33,1.17,0.07,0.27,2.79
MOL001245,"(1S,5R)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enecarboxaldehyde",150.24,2.04,0,1,41.25,1.34,1.66,0.06,0.29,11.47
MOL001304,2-ACETYLPYRROLE,109.14,0.96,1,1,58.37,1.16,1.42,0.01,0.12,17.58
MOL001390,49070_FLUKA,222.41,3.20,1,1,85.51,1.29,1.46,0.12,0.24,12.06
MOL001556,Isocaryophyllene,204.39,4.75,0,0,27.30,1.83,2.06,0.09,0.28,
MOL001602,"1,4-cadinadiene",204.39,4.75,0,0,16.73,1.85,2.11,0.08,0.24,
MOL001608,delta-elemene,204.39,4.73,0,0,26.98,1.84,2.02,0.06,0.30,
MOL001771,poriferast-5-en-3beta-ol,414.79,8.08,1,1,36.91,1.45,1.14,0.75,0.00,5.07
MOL001772,Dihydro-beta-ionone,194.35,3.24,0,1,26.25,1.35,1.61,0.05,0.27,
MOL001843,HBA,122.13,1.32,1,2,29.98,0.82,0.63,0.02,0.43,
MOL001867,Isovanillin,152.16,1.31,1,3,31.01,0.75,0.50,0.03,0.31,4.72
MOL002031,toluene,92.15,2.32,0,0,42.58,1.86,2.12,0.01,0.42,11.95
MOL002092,Antioxidant No. 33,206.36,4.36,1,1,26.74,1.68,1.81,0.06,0.28,
MOL002126,"(1S,4R,5R)-1-isopropyl-4-methyl-4-bicyclo[3.1.0]hexanol",154.28,1.91,1,1,27.22,1.17,1.41,0.05,0.00,
MOL002129,CYCLODODECENE,166.34,5.03,0,0,47.89,1.84,2.18,0.03,0.20,11.51
MOL002153,"1H-Cycloprop(e)azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aR-(1aalpha,4aalpha,7beta,7abeta,7balpha))-",220.39,3.01,1,1,82.33,1.37,1.49,0.12,0.28,12.04
MOL002170,"(4S,6S)-cis-Carveol",152.26,2.40,1,1,32.50,1.22,1.33,0.03,0.30,11.14
MOL002186,Aromadendrene oxide 2,220.39,3.08,0,1,65.10,1.56,1.82,0.14,0.20,1.94
MOL002363,beta-Ionone,192.33,3.22,0,1,20.63,1.41,1.47,0.05,0.30,
MOL002453,(-)-Comphene,136.26,2.93,0,0,34.98,1.81,2.21,0.04,0.28,11.29
MOL002455,"[(3S)-3,7-dimethyloct-6-enyl] acetate",198.34,3.43,0,2,22.68,1.31,1.38,0.04,0.24,
MOL002459,(S)-5-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-tetradecanone,350.55,5.30,2,4,19.14,0.48,0.04,0.28,0.23,
MOL002468,hexahydrocurcumin,374.47,3.31,3,6,4.88,0.36,-0.50,0.41,0.26,
MOL002472,Neryl propionate,210.35,3.98,0,2,36.64,1.32,1.28,0.05,0.29,4.51
MOL002475,himachalene,204.39,4.89,0,0,17.59,1.87,2.11,0.08,0.24,
MOL002478,(2R)-heptan-2-ol,116.23,2.26,1,1,24.38,1.13,1.25,0.01,0.22,
MOL002482,()-beta-Citronellene,138.28,3.88,0,0,23.21,1.83,2.10,0.01,0.30,
MOL002493,6-gingediol,296.45,3.54,3,4,6.02,0.22,-0.58,0.16,0.25,
MOL002497,(8)-Gingerol,322.49,4.39,2,4,7.01,0.56,-0.09,0.22,0.24,
MOL002504,Peruviol,222.41,4.56,1,1,29.61,1.47,1.44,0.06,0.29,
MOL002506,Gingerenone A,356.45,4.39,2,5,4.20,0.71,-0.37,0.38,0.30,
MOL002513,Xanthorrhizol,218.37,5.07,1,1,32.10,1.72,1.64,0.07,0.32,3.50
MOL002526,3691-11-0,204.39,4.99,0,0,23.66,1.86,2.05,0.07,0.25,
MOL002527,"1,2-Dihydrocurcumin",370.43,3.38,3,6,5.91,0.58,-0.18,0.41,0.31,
MOL002528,"2,5-Dibutylfuran",180.32,4.38,0,1,30.76,1.64,1.81,0.04,0.15,1.72
MOL002624,Paradol,278.43,4.58,1,3,7.62,1.08,0.59,0.14,0.23,
MOL002778,THZ,135.20,1.91,0,1,70.33,1.39,1.51,0.03,0.25,13.39
MOL002829,trans-p-2-Menthen-1-ol,154.28,2.36,1,1,40.91,1.18,1.34,0.03,0.27,10.72
MOL002854,"(1R,2R,4R)-Dihydrocarveol",154.28,2.58,1,1,51.17,1.32,1.63,0.03,0.26,11.33
MOL003126,alpha cadinene,204.39,4.75,0,0,18.73,1.85,2.05,0.08,0.00,
MOL003358,Euxanthone,228.21,2.43,2,4,92.98,0.68,0.15,0.16,0.00,15.53
MOL003480,Diepicedrene-1-oxide,220.39,3.14,0,1,102.20,1.54,1.83,0.15,0.23,5.07
MOL003536,T-Cadinol,222.41,3.78,1,1,28.59,1.41,1.47,0.09,0.24,
MOL003537,T-Muurolol,222.41,3.78,1,1,30.41,1.36,1.44,0.09,0.23,7.11
MOL003545,aristolene,204.39,4.12,0,0,52.20,1.81,2.08,0.11,0.00,-1.30
MOL003575,α-Panasinsene,204.39,4.08,0,0,56.77,1.83,2.11,0.12,0.00,0.57
MOL003595,"cis-p-2,8-Menthadien-1-ol",152.26,2.16,1,1,48.55,1.28,1.41,0.03,0.30,11.16
MOL003978,"(3R,6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraen-3-ol",290.54,6.39,1,1,45.45,1.53,1.32,0.14,0.29,4.37
MOL003984,"2,6-dimethylocta-2,6-diene",138.28,4.03,0,0,21.75,1.87,2.06,0.01,0.29,
MOL004031,(6S)-1-isopropyl-3-isopropylidene-6-methyl-6-vinylcyclohexene,204.39,4.88,0,0,21.72,1.88,2.09,0.06,0.00,
MOL004266,ethyl (Z)-3-(4-methoxyphenyl)prop-2-enoate,206.26,2.49,0,3,32.18,1.06,1.01,0.06,0.28,7.83
MOL004419,globulol,222.41,3.20,1,1,19.94,1.31,1.43,0.12,0.00,
MOL004735,CHX,84.18,2.74,0,0,54.12,1.76,2.20,0.01,0.17,10.86
MOL004776,.alpha.-cis-bergamotene,204.39,4.70,0,0,28.67,1.86,2.11,0.09,0.27,
MOL004832,WLN: 4OVR,178.25,3.01,0,2,48.41,1.31,1.42,0.04,0.00,7.28
MOL005075,Rhodinol (6CI),156.30,3.10,1,1,33.78,1.18,1.16,0.02,0.25,5.26
MOL005078,"(3S)-3,7-dimethyloct-6-enoic acid",170.28,2.97,1,2,51.45,1.00,1.06,0.03,0.30,6.09
MOL005534,trans-Verbenol,152.26,1.84,1,1,52.01,1.17,1.39,0.06,0.25,11.54
MOL005743,Proximadiol,240.43,2.70,2,2,36.71,0.68,0.40,0.11,0.00,8.04
MOL005752,[(4R)-4-isopropenyl-1-cyclohexenyl]methanol,152.26,2.41,1,1,49.01,1.18,1.23,0.03,0.00,1.61
MOL005899,53111-25-4,204.39,4.70,0,0,46.62,1.86,2.14,0.08,0.25,5.14
MOL005926,Geranyl formate,182.29,3.27,0,2,20.99,1.28,1.30,0.03,0.31,
MOL005964,β-panasinsene,204.39,4.13,0,0,56.28,1.77,2.06,0.12,0.25,0.61
MOL006292,δ-selinene,204.39,4.89,0,0,19.01,1.86,2.06,0.08,0.23,
