TCMBank ID,Ingredient name,Alias,Molecular formula,Molecular weight
TCMBANKIN014154,(-)-beta-Fenchol,"Bicyclo(2.2.1)heptan-2-ol, 1,3,3-trimethyl-, (1S-exo)-; 2-Norbornanol, 1,3,3-trimethyl-, (1S,2R,4R)-(-)-; (1S,4R,6R)-1,5,5-trimethylbicyclo[2.2.1]heptan-6-ol; (1S,2R,4R)-1,3,3-trimethylnorbornan-2-ol; 470-08-6; (-)-(1S,2R,4R)-beta-Fenchol; (1S,2R,4R)-1,3,3-trimethyl-2-norbornanol; 1,3,3-Trimethyl-2-norbornanol, (1S-exo)-; ZINC04521487; 1,3,3-Trimethyl-2-norbornanol; (-)-beta-Fenchyl alcohol; beta-Fenchol, (-)-",C10H18O,154.25
TCMBANKIN014203,7-Methyltridecane,"NSC59169; Tridecane, 7-methyl-; 26730-14-3",C14H30,198.39
TCMBANKIN014378,Cyclohexylisocyanate,"ZINC01562082; Cyclohexyl isocyanate [UN2488] [Poison]; CYCLOHEXYL ISOCYANATE; Cyclohexane, isocyanato-; NCGC00090947-02; C105198_ALDRICH; InChI=1/C7H11NO/c9-6-8-7-4-2-1-3-5-7/h7H,1-5H; Isocyanic acid, cyclohexyl ester; CYCLOHEXYL,ISOCYANATE; EINECS 221-639-3; NCGC00090947-01; 3173-53-3; AI3-28283; NSC 87419; Cyclohexyl isocyanate; Isocyanatocyclohexane; UN2488; NSC87419",C7H11NO,125.17
TCMBANKIN014805,(2R)-2-methylcyclopentan-1-one,"(2R)-2-methyl-1-cyclopentanone; ZINC01686501; InChI=1/C6H10O/c1-5-3-2-4-6(5)7/h5H,2-4H2,1H",C6H10O,98.14
TCMBANKIN015592,Heptan-3-on,"Ethylbutylcetone; Aethylbutylketon [German]; 03220_FLUKA; Etilbutilchetone [Italian]; Ethyl butyl ketone 3-Heptanone; N-Butyl ethyl ketone; 02477_FLUKA; Heptan-3-one; 3-Heptanone solution; WLN: 4V2; Ethyl butyl ketone; Ethylbutylketon [Dutch]; FEMA No. 2545; Ethyl n-butyl ketone; Aethylbutylketon; W254509_ALDRICH; AI3-19684; InChI=1/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H; NSC 8448; HSDB 1816; Butyl ethyl ketone; Ethylbutylketon; BRN 0506161; 3-HEPTANONE; H6511_SIGMA; Etilbutilchetone; 4-01-00-03321 (Beilstein Handbook Reference); NSC8448; Eptan-3-one; 551325_ALDRICH; 106-35-4; Ethyl-n-butyl ketone; Ethylbutylcetone [French]; Heptan-3-on [Dutch, German]; EINECS 203-388-1; Eptan-3-one [Italian]; ZINC01586745; 46203_RIEDEL",C7H14O,114.19
TCMBANKIN015648,"1-[(2R,3R,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione","1-[(2R,3R,4S,5S)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]pyrimidine-2,4-quinone; 1-[(2R,3R,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)-2-tetrahydrofuranyl]pyrimidine-2,4-dione; ZINC03870262; 1-[(2R,3R,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione",C9H12N2O6,244.2
TCMBANKIN015827,"(3S,4aS,6aR,6bS,8S,8aS,12aS,14aR,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-methylol-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-3,8-diol","(3S,4aS,6aR,6bS,8S,8aS,12aS,14aR,14bR)-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-3,8-diol",,458.8
TCMBANKIN016185,"4,8-dimethyltridecane","4,8-dimethyl tridecane",C15H32,212.41
TCMBANKIN016201,11α-methoxysaikosaponin f_qt,11alpha-Methoxysaikosaponin f_qt,,460.77
TCMBANKIN017428,cis-2-Undecenal,(Z)-undec-2-enal,C11H20O,168.28
TCMBANKIN017555,5-methyl-5-ethyldecane,,,184.41
TCMBANKIN017564,methyl (E)-octadec-2-enoate,"Methyl (2E)-2-octadecenoate; (E)-octadec-2-enoic acid methyl ester; 27234-05-5; 2-Octadecenoic acid, methyl ester",C19H36O2,296.5 g/mol
TCMBANKIN017597,Saikosaponin t_qt,,,488.83
TCMBANKIN017617,PAC,"Kyselina fenyloctova [Czech]; HSDB 5010; NSC 125718; STK297835; CHEBI:30745; AI3-08920; Benzeneacetiic acid; NCI60_000596; 103-82-2; 2-Phenylacetic acid; Acetic acid, phenyl-; Phenylacetic acid (natural); 2-Phenylethanoic acid; InChI=1/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10; BRN 1099647; alpha-Toluic acid; NSC125718; Benzylformic acid; PHENYL-ACETIC ACID; Phenylacetic acid; FEMA No. 2878; P16621_ALDRICH; Phenylethanoic acid; .omega.-Phenylacetic acid; PAA; Benzylcarboxylic acid; .alpha.-Toluic acid; NCI60_002571; P6061_SIGMA; Benzenacetic acid; Phenyllacetic acid; AIDS-017618; Benzeneacetic acid; W287806_ALDRICH; 51146-16-8; 4-09-00-01614 (Beilstein Handbook Reference); C07086; W287814_ALDRICH; alpha-Tolylic acid; AIDS017618; NCGC00159477-02; EINECS 203-148-6; NSC139637",C8H8O2,136.15
TCMBANKIN017818,8-NONENOIC ACID,LMFA01030028; 8-nonenoic acid; 8-nonenoicacid; non-8-enoic acid; 8-nonylenic acid; 31642-67-8,C9H16O2,156.22
TCMBANKIN017885,"2,4-Dodecadienal","00301_FLUKA; (trans,trans)-2,4-Dodecadienal; 2,4-DODECADIENAL(E,E); 2,4-Dodecadienal, (2E,4E)-; EINECS 244-517-1; 21662-16-8; FEMA No. 3670; (2E,4E)-2,4-Dodecadienal; (2E,4E)-Dodeca-2,4-dienal; 2,4-Dodecadienal, trans,trans-; (E,E)-2,4-Dodecadien-1-al; 2,4-Dodecadienal, (E,E)-",C12H20O,180.29
TCMBANKIN018002,"7,8,4'-Trihydroxyisoflavone","NSC678112; 7,8-dihydroxy-3-(4-hydroxyphenyl)-4-chromenone; 4',7,8-Trihydroxyisoflavone; 75187-63-2; AIDS147839; 4H-1-Benzopyran-4-one, 7,8-dihydroxy-3-(4-hydroxyphenyl)-; AIDS-147839; 7,8-Dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one; 7,8-dihydroxy-3-(4-hydroxyphenyl)chromone; 7,8-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one; 7,8-Dihydroxy-3-(4-hydroxy-phenyl)-chromen-4-one",C15H10O5,270.24
TCMBANKIN018638,"(2R,3R,4S,5S,6R)-2-[[(3S,5S,9R,10S,13R,14R,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","(2R,3R,4S,5S,6R)-2-[[(3S,5S,9R,10S,13R,14R,17R)-17-[(E,1R,4S)-4-ethyl-1,5-dimethyl-hex-2-enyl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-methylol-tetrahydropyran-3,4,5-triol; (2R,3R,4S,5S,6R)-2-[[(3S,5S,9R,10S,13R,14R,17R)-17-[(E,1R,4S)-4-ethyl-1,5-dimethylhex-2-enyl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol; (2R,3R,4S,5S,6R)-2-[[(3S,5S,9R,10S,13R,14R,17R)-17-[(E,1R,4S)-4-ethyl-1,5-dimethyl-hex-2-enyl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol; (2R,3R,4S,5S,6R)-2-[[(3S,5S,9R,10S,13R,14R,17R)-17-[(E,2R,5S)-5-ethyl-6-methyl-hept-3-en-2-yl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C35H58O6,574.83
TCMBANKIN018831,"trans,trans-nona-2,4-dienol","EINECS 264-947-3; 2,4-Nonadien-1-ol; nona-2,4-dien-1-ol; AI3-36039; 2,4-Nonadien-1-ol, (E,E)-; 62488-56-6; (2E,4E)-Nona-2,4-dien-1-ol; EINECS 263-571-7; 64576-90-5",C9H16O,140.22
TCMBANKIN019010,Saikogenin G,saikogenin g,C30H48O4,472.7
TCMBANKIN019041,"clementanoside a, b",,,
TCMBANKIN019349,2-nonanone,"DTXSID2022125; FEMA No. 2785; 30642-09-2; Tox21_303845; TRA0044632; MFCD00009553; CAS-821-55-6; Heptyl methyl ketone; METHYL HEPTYL KETONE FCC; ACMC-209pnb; ANW-37509; 2- Nonanone; KSC220E7J; FT-0658401; 2-Nonanone, >=99%, FCC, FG; STL146543; 2-Nonanone, natural, >=97%, FCC, FG; N0293; 52000_FLUKA; 2-NONANONE; ST51047545; WLN: 7V1; Methyl heptyl ketone; ZE5K73YN2Z; W278505_ALDRICH; I14-4192; BG00600425; METHYL N-HEPTYL KETONE; KS-000011E9; A840259; NCGC00357115-01; VKCYHJWLYTUGCC-UHFFFAOYSA-N; NONANONE-2; RTR-025712; CHEMBL2228473; Nonanone; BBL011435; W278513_ALDRICH; AN-20502; Nonan-2-one; LS-2987; EINECS 212-480-0; UNII-ZE5K73YN2Z; AKOS005720803; SCHEMBL4089642; 63969_FLUKA; TR-025712; DSSTox_CID_2125; AS-10570; SCHEMBL626185; NSC-14760; .beta.-Nonanone; 2-Nonanone, >=99%; KB-25771; AC1L217X; ZINC1653216; AK325631; DSSTox_GSID_22125; Ketone, heptyl methyl; CHEBI:77927; NSC14760; n-HEPTYL METHYL KETONE; n-C7H15COCH3; 2-Nonanone (natural); NSC 14760; EN300-19772; MolPort-001-787-669; InChI=1/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H; 108731_ALDRICH; beta-Nonanone; RL05133; AC1Q2VVN; BRN 1743645; MCULE-9635928766; BB_SC-6918; LMFA12000052; SCHEMBL103970; SBB061540; 821-55-6; 2-Nonanone, analytical standard; NE10665; CTK1C0274",C9H18O,142.24
TCMBANKIN019815,beta-Gurjunene,"(1aR-(1aalpha,4alpha,4abeta,7abeta,7balpha))-Decahydro-1,1,4-trimethyl-7-methylene-1H-cycloprop(e)azulene; 73464-47-8; beta-gurjunene; 1H-Cycloprop(e)azulene, decahydro-1,1,4-trimethyl-7-methylene-, (1aR-(1aalpha,4alpha,4abeta,7abeta,7balpha))-; β-gurjunene",C15H24,204.35
TCMBANKIN019994,"16α,23,28,30-tetrahydroxyolean-11,13(18)-dien-3β-yl-β-d-glucopyranosyl-(1→3)-β-d-fucopyranoside",,,
TCMBANKIN020167,saikosaponin e_qt,,,456.78
TCMBANKIN020192,6-O-vanilloylajugol,6-O-Vanilloylajugol; 6-o-vanilloylajugol,C23H30O12,498.5 g/mol
TCMBANKIN020716,5-methyldecane,,C11H24,156.31
TCMBANKIN020814,ZINC03860615,"(3S,4R)-4-methylheptan-3-ol",C8H18O,130.23
TCMBANKIN021950,"(1Z,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene",,C15H24,204.35
TCMBANKIN022352,Troxerutin,,C27H30O16,610.52
TCMBANKIN022422,(&#8722;)-Alloaromadendrene,(&#8722;)-allo-Aromadendrene; 05680_FLUKA,C10H18O,154.25
TCMBANKIN022544,ZINC00901303,"InChI=1/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H",C5H10O,86.13
TCMBANKIN022679,3'-O-Acetylsaikosaponin D,,,823.14
TCMBANKIN022684,ledol,"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, (1ar,4R,4as,7R,7as,7bs)-; 1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol #; (4S,7S)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol; 1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, [1ar-(1a.alpha.,4.alpha.,4a.beta.,7.alpha.,7a.beta.,7b.alpha.)]-; (1aS,4S,4aR,7S,7aR,7bR)-1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol; Ledol; (+)-Ledol; AYXPYQRXGNDJFU-JDQINNIXSA-N; globulol; d-Ledol; AC1O5EIT; 1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, [1ar-(1a.alpha.,4.alpha.,4a.beta.,7.beta.,7a.beta.,7b.alpha.)]-",C15H26O,222.37
TCMBANKIN022805,"6,7,3',8'-diligustilide",,C24H28O4,380.48
TCMBANKIN022960,2-methylcyclopentanone,(2S)-2-methylcyclopentan-1-one; AJ-33209; 2-methyl-cyclopentanone; 2beta-Methylcyclopentanone; AC1OE5RY; (s)-2-methylcyclopentanone; ZINC2039888,C6H10O,98.14 g/mol
TCMBANKIN022980,caprylic acid,"Octanoic acid (mixed isomers); AK405365; octoic acid; Sodium octanoate, 96%; Natrium octanoat; D05220; NoO notEa AAENI; W279927_ALDRICH; Sodium caprylate [NF]; KB-80641; ACMC-1BO0W; MCULE-8227046407; AIDS-006110; Caprylsaeure; V0353; Octylic acid; Enantic acid; Caprylic acid sodium salt; Sodium n-octanoate; Sodium octoate; Octanoic acid sodium salt; 68937-74-6; MolPort-006-113-836; EINECS 273-085-7; C-8 acid; 21639_FLUKA; HSDB 5862; AIDS006110; NCGC00090957-02; 0ctanoic acid; BYKRNSHANADUFY-UHFFFAOYSA-M; Acid C-8; caprylic acid, sodium salt; 124-07-2; Acido octanoico [Spanish]; Sodium octanoate, 96% 100g; Octic acid; 124-07-2 (Parent); W279900_ALDRICH; KS-00000YJH; capryloate; Sodium caprylate: Octanoic acid; NCGC00090957-01; Acide octanoique [French]; Sodium caprylate (NF); O0034; UNII-9XTM81VK2B; LS-98001; 18312-04-4; neo-fat 8; OCTANOIC ACID (CAPRYLIC ACID); SODIUM OCTANOATE; 1-heptanecarboxylic acid; NCIOpen2_009358; LS-691; O3907_ALDRICH; 1984/6/1; CHEBI:132100; MFCD00058511; AN-19785; ANW-13619; NCIOpen2_002902; octanoic acid; C2875_SIGMA; I14-14709; TR-009215; Caprylic acid (natural); NSC 5024; CHEBI:28837; Octanoic acid [USAN:INN]; LMFA01010008; n-octylic acid; TRA-0206488; Fatty acids, C6-1O; FEMA No. 2799; BRN 1747180; 4-02-00-00982 (Beilstein Handbook Reference); 9XTM81VK2B; EINECS 204-677-5; CHEMBL557076; Octanoic acid, sodium salt; EINECS 217-850-5; ST51037190; KSC490S9T; caprylic acid ; NSC5024; AI3-50473; SCHEMBL56211; Sodium Salt of Caprylic Acid; Octanoic acid (USAN); Hexacid 898; CH3-[CH2]6-COOH; Sodium caprylate; Sodium caprylate [USAN]; RTR-009215; 27633_RIEDEL; Kaprylsaeure; C06423; Fatty acids, C6-10; caprylicacid; Acidum octanocium [Latin]; HSDB 821; AI3-04162; Kyselina kaprylova [Czech]; n-octanoic acid; FT-0701289; n-caprylic acid; AS-17478; CCRIS 4689; PubChem12870; 21650_FLUKA; n-Octoic acid; W-109735; CTK3J0999; AKOS015901906; OCA; Octansaeure; SC-79959; n-Octanoic Acid Sodium Salt; WLN: QV7; CPD-195; Octanoic acid, sodium salt (1:1); DTXSID3027451; D08999",C8H16O2,144.21 g/mol
TCMBANKIN023797,2-octanone,Methyl hexyl ketone; 4-01-00-03339 (Beilstein Handbook Reference); FEMA No. 2802; n-Hexyl methyl ketone; O4709_SIAL; Octanone; NSC 3712; NSC5936; 2-Octanone; EINECS 203-837-1; 27457-18-7; 2-Oxooctane; AI3-05617; HSDB 5545; FEMA Number 2802; Octan-2-one; 2-Octanone (natural); Methyl n-hexyl ketone; 111-13-7; ZINC01672808; BRN 0635843; 2- Octanone; 02479_FLUKA; Hexyl methyl ketone; NSC3712; W280208_ALDRICH,C8H16O,128.21
TCMBANKIN023820,"3',6'-O,O-diacetylsaikosaponin b2_qt",,,472.78
TCMBANKIN024152,(+)-Anomalin,"[(9R,10R)-8,8-dimethyl-9-[(E)-2-methylbut-2-enoyl]oxy-2-oxo-9,10-dihydropyrano[6,5-h]chromen-10-yl] (E)-2-methylbut-2-enoate; (E)-2-methylbut-2-enoic acid [(9R,10R)-2-keto-8,8-dimethyl-9-[(E)-2-methylbut-2-enoyl]oxy-9,10-dihydropyrano[6,5-h]chromen-10-yl] ester; (+)-anomalin; (E)-2-methylbut-2-enoic acid [(9R,10R)-8,8-dimethyl-9-[(E)-2-methyl-1-oxobut-2-enoxy]-2-oxo-9,10-dihydropyrano[6,5-h]chromen-10-yl] ester",C24H26O7,426.46
TCMBANKIN024324,"(3E,6S,7R)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydroisobenzofuran-1-one","(3E,6S,7R)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydro-2-benzofuran-1-one",C12H16O4,224.25
TCMBANKIN024771,saikosaponin b2_qt,,C42H68O13,780.98
TCMBANKIN025072,Ara-Furan-A,"(2R,3R,4R,5S)-2-(6-aminopurin-9-yl)-5-methylol-tetrahydrofuran-3,4-diol; AIDS-003489; AIDS003489; (2R,3R,4R,5S)-2-(6-amino-9-purinyl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol; (2R,3R,4R,5S)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol; (2R,3R,4R,5S)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol; 9-.alpha.-L-Arabinofuranosyladenine; ZINC03978047",C10H13N5O4,267.24
TCMBANKIN025085,"(S)-2,2,3-Trimethylcyclopent-3-ene-1-acetaldehyde","ZINC01063073; EINECS 245-846-3; 23727-15-3; 2-[(1S)-2,2,3-trimethyl-1-cyclopent-3-enyl]acetaldehyde; 2-[(1S)-2,2,3-trimethyl-1-cyclopent-3-enyl]ethanal",C10H16O,152.23
TCMBANKIN025312,tridecanoicacid,"ACMC-209nix; D06YGT; DSSTox_GSID_21684; Tridecylate; CC-35306; 4-02-00-01117 (Beilstein Handbook Reference); NSC 25955; Tridecanoic acid, technical grade, 90%; C10-16 fatty acids; CTK1H1792; NCGC00248684-01; n-Tridecoate; n-Tridecanoic acid; NCIOpen2_003250; MFCD00002741; WLN: QV12; DSSTox_RID_76282; SZHOJFHSIKHZHA-UHFFFAOYSA-N; NSC25955; ZINC1628119; tridecoic acid; UNII-19936LIY2V; dodecylcarboxylic acid; 19936LIY2V; (S)-2-Aminotridecanoate; C-33591; n-Tridecanoate; NSC-25955; C13:0; (C10-C16)Alkylcarboxylic acid; 50354-80-8; AK126530; NSC69131; SCHEMBL22778; 638-53-9; KB-261156; 68002-90-4; Fatty acids, C10-16; (C10-C16) Carboxylic acid; tridecans&#xe4;ure; C17076; A834559; Tridecanoic acid, 98%; TL8004509; Medium-chain fatty acids, C10-16; AKOS009156483; NSC 69131; CAS-638-53-9; SCHEMBL1686771; tridecanoic acid (tridecylic acid); TR-021946; AX8155143; EINECS 211-341-1; 6131AF; AN-20449; LMFA01010013; tridecanoic acid; CHEMBL107874; DTXSID4021684; CDAA-N-13-A; BCE7320D-E579-415F-96F0-658E54E16CF0; n-Tridecoic acid; Tridecanoic acid, >=98%; LS-157146; Tridecylic acid; DSSTox_CID_1684; FT-0653520; SBB069518; MolPort-001-780-047; CS-D1510; Tridecanoic acid anion; Carboxylic acids, C10-16; S14-1033; NCGC00258091-01; NSC-69131; RTR-021946; EINECS 268-105-6; Tridecanoic acid, analytical standard; ANW-34759; AI3-04166; TRIDECANOIC ACID; Tox21_200537; CHEBI:45919; TRA0024554; BRN 0508317; C12-14 acid; AC1L1ZSI; DB02448",C13H26O2,214.34 g/mol
TCMBANKIN025660,Vinylxylene,"Benzene, ethenyl-, dimethyl deriv.; Benzene, 1-ethenyl-2,3-dimethyl-; DIMETHYLSTYRENE; 1,2-Dimethyl-3-Vinylbenzene; 1-ethenyl-2,3-dimethyl-benzene; 27576-03-0; 27496-76-0; EINECS 248-495-4; 1-ethenyl-2,3-dimethylbenzene; 1,2-dimethyl-3-vinyl-benzene; 40243-75-2; 2,3-Dimethylstyrene; Methyl 2,3-di-O-benzyl-4,6-di-S-benzyl-4,6-dithiohexopyranoside",C10H12,132.2 g/mol
TCMBANKIN025804,"(4S)-1-methyl-4-(6-methylhepta-1,5-dien-2-yl)cyclohexene",(4S)-1-methyl-4-(5-methyl-1-methylene-hex-4-enyl)cyclohexene; (4S)-1-methyl-4-(5-methyl-1-methylenehex-4-enyl)cyclohexene,C15H24,204.35
TCMBANKIN025914,cedrenol,"1H-3a,7-Methanoazulen-5-ol, octahydro-6-methylene-3,8,8-trimethyl-; 28231-03-0; AC1L3PKE; Octahydro-3,8,8-trimethyl-6-methylene-1H-3a,7-methanoazulen-5-ol; EINECS 248-917-7; DJYWGTBEZVORGE-UHFFFAOYSA-N; Cedr-8(15)-en-9-ol; 13567-41-4; 1405-91-0; LS-90491; 1H-3a,7-Methanoazulen-5-ol, octahydro-3,8,8-trimethyl-6-methylene-; 2,6,6-TRIMETHYL-8-METHYLIDENETRICYCLO[5.3.1.0(1),?]UNDECAN-9-OL; Cedr-8(15)-en-9-ol (8CI); AC1Q79EL; (+)-8(15)-Cedren-9-ol; SCHEMBL3504932; Octahydro-6-methylene-3,8,8-trimethyl-1H-3a,7-methanoazulen-5-ol; Cedrenol",C15H24O,220.35
TCMBANKIN025936,isorhammnetin,,,
TCMBANKIN026391,Saikosaponin f,saikosaponin f,C48H80O17,929.1 g/mol
TCMBANKIN026537,saikosaponin b4_qt,,C43H72O14,813.02
TCMBANKIN026982,3-methyldodecane,,C13H28,184.36
TCMBANKIN027209,saikogenin e,,C30H48O3,456.7 g/mol
TCMBANKIN027269,Thymonin,"LMPK12111474; DTXSID90331895; 5,6-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7,8-dimethoxy-4-chromenone; 5,6-dihydroxy-2-(4-hydroxy-3-methoxy-phenyl)-7,8-dimethoxy-chromone; 5,6,4'-trihydroxy-7,8,3'-trimethoxyflavone; 5,6-dihydroxy-2-(4-hydroxy-3-methoxy-phenyl)-7,8-dimethoxy-chromen-4-one; CHEBI:9582; thymonin; AC1L9D6E; BDBM50412267; 5,6-dihydroxy-2-7,8-dimethoxy-4h-1-benzopyran-4-one; CHEMBL478416; Majoranin; 5,6-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7,8-dimethoxy-4H-1-benzopyran-4-one; C10191; 76844-67-2; Mucroflavone B; 5,6-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7,8-dimethoxychromen-4-one; 5,6-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7,8-dimethoxy-4H-chromen-4-one",C18H16O8,360.31
TCMBANKIN027377,3'-O-Acetylsaikosaponin D_qt,,,472.78
TCMBANKIN027725,saikosaponin c,I06-1046,C48H78O17,927.12
TCMBANKIN027804,Fraxidin Methyl Ether,"DivK1c_006182; Spectrum3_000111; ST5331488; Spectrum2_000357; KBio2_003683; KBio2_001115; KBioGR_001744; Spectrum_000635; InChI=1/C12H12O5/c1-14-8-6-7-4-5-9(13)17-10(7)12(16-3)11(8)15-2/h4-6H,1-3H; Spectrum5_000124; BSPBio_001722; SPECTRUM100572; KBio2_006251; NCGC00095436-01; SPBio_000453; 2H-Benzopyran-2-one, 6,7,8-trimethoxy-; KBio3_000862; KBio1_001126; KBioSS_001115; 6,7,8-trimethoxychromen-2-one; SpecPlus_000086; Spectrum4_001392; 6,7,8-trimethoxy-2-chromenone; SDCCGMLS-0066335.P001; 6035-49-0; 6,7,8-trimethoxycoumarin; Fraxetin dimethyl ether",C12H12O5,236.22
TCMBANKIN028438,"[(1R,5S)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methyl acetate","[(1R,5S)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methyl ethanoate; acetic acid [(1R,5S)-7,7-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methyl ester",C12H18O2,194.27
TCMBANKIN029677,Longikaurin A,longikaurin a,C20H28O5,348.43
TCMBANKIN029703,Nonacosanol,"NSC53831; ST51047623; MCULE-4704803998; CTK0J4328; nonacosanol; 25154-56-7; SBB061616; 6624-76-6; KE2MXY103L; Nonacosanol, nonacosan-1-ol; DTXSID40216446; nonacosan-1-ol; AC1L6C4S; LMFA05000457; NSC-53831; AKOS024391052; SCHEMBL16265; UNII-KE2MXY103L; ZINC62240772; 1-Nonacosanol",C29H60O,424.79
TCMBANKIN030518,saikosaponin b3_qt,,,504.83
TCMBANKIN031640,"(4aS,9aS)-2,9,9-trimethyl-5-methylene-4,4a,6,7,8,9a-hexahydro-3H-benzo[7]annulene","(4aS,9aS)-2,9,9-trimethyl-5-methylidene-4,4a,6,7,8,9a-hexahydro-3H-benzo[7]annulene",C15H24,204.35
TCMBANKIN031716,isoquereetin,,,
TCMBANKIN032467,"(1S,4R)-2,3-dimethylbicyclo[2.2.1]hept-2-ene",,C9H14,122.21
TCMBANKIN032639,saikosaponin b1_qt,,C42H68O13,780.98
TCMBANKIN032917,58870_FLUKA,(&#8722;)-Isoledene,C15H24,204.35
TCMBANKIN033283,DTR,"(R)-2-Amino-3-(3-indolyl)propionic acid; (R)-Tryptophan; D-alpha-Amino-3-indolepropionic acid; EINECS 205-819-9; InChI=1/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s; SBB015044; 153-94-6; (2R)-2-amino-3-(1H-indol-3-yl)propionic acid; C00525; D-TRYPTOPHANE; (+)-Tryptophan; SMR000059103; D-Trytophane; (2R)-2-amino-3-(1H-indol-3-yl)propanoic acid; NCGC00093372-02; MLS000069477; TRP NH3+ COOH; NSC 97942; T9753_SIGMA; 93670_FLUKA; CHEBI:16296; D-Tryptophan",C11H12N2O2,204.23
TCMBANKIN033957,saikosaponin c_qt,,C48H78O17,927.12
