Ingredient ID,Formulae,Name,MW,AlogP,MlogP,XlogP,# HBA,# HBD,PSA,# Rotatable Bond,# Ring,# Heacy Atom,Lipinski RO5 Violation
TCMC7018,C10H16,Tricyclene,136.1252005,0.9365,2.56,4.779,0,0,0,0,1,10,0
TCMC714,C9H10O3,Apocynin,166.06,-0.766,2.12,0.891,1,1,46.53,5,1,12,0
TCMC7195,C17H28O4,[6]-Gingediol,296.1987594,-3.1478,2.89,3.296,2,3,69.92,10,1,21,0
TCMC7244,C19H32O4,[8]-Gingediol,324.2300595,-3.7238,3.11,4.434,2,3,69.92,12,1,23,1
TCMC7257,C10H14O4,"1-(4-Hydroxy-3-Methoxyphenyl)Propan-1,2-Diol",198.0892089,-1.4822,2.12,0.157,2,3,69.92,3,1,14,0
TCMC7324,C19H28O6,"1-(4-Hydroxy-3-Methoxyphenyl)-3,5-Diacetoxyoctane",352.1885886,-1.8136,2.89,3.638,4,1,82.06,12,1,25,1
TCMC7325,C21H32O6,[6]-Gingediacetate,380.2198887,-2.3896,3.11,4.776,4,1,82.06,14,1,27,1
TCMC7326,C22H34O6,6-Methylgingediacetate,394.2355388,-1.9811,3.22,5.295,4,0,71.06,15,1,28,2
TCMC7361,C21H26O7,"5-Hydroxy-1-(4-Hydroxy-3-Methoxyphenyl)-7-(3,4-Dihydroxy-5-Methoxyphenyl)Heptan-3-One",390.1678532,-2.3526,3,1.449,2,4,116.45,10,2,28,0
TCMC834,C4H8O,Butanal,72.06,-0.3943,1.79,1.156,1,0,17.07,3,0,5,0
TCMC838,C4H10O,Butanol,74.07,-0.6961,1.79,0.742,1,1,20.23,4,0,5,0
TCMC843,C12H14Cl2O3,"Butyl 2-(2,4-Dichlorophenoxy)Acetate",276.03,0.5285,2.23,3.597,2,0,35.53,10,1,17,0
TCMC844,C4H10O,Butyl Alcohol,74.07,-0.9734,1.79,0.851,1,1,20.23,4,0,5,0
TCMC857,C10H16O,Camphor,152.12,0.9693,2.45,2.127,1,0,17.07,3,2,11,0
TCMC925,C12H22O2,Citronellyl Acetate,198.16,1.8432,2.56,4.026,2,0,26.3,11,0,14,0
TCMC926,C11H10O4,Citropten,206.06,0.1664,2.23,1.607,1,0,44.76,4,2,15,0
TCMC3221,C10H15NO,Hordenine,166.1231891,-1.4324,2.34,1.574,0,2,24.67,3,1,12,0
TCMC3407,C27H32O15,Neoeriocitrin,596.1741203,-5.2685,2.78,-1.579,10,9,245.29,6,5,42,1
TCMC3416,C14H17NO6,Prunasin,295.1055873,-2.3296,2.23,0.897,7,4,123.17,4,2,21,0
TCMC3904,C23H28O11,Paeoniflorin,480.1631617,-3.3912,2.78,1.22,11,5,164.37,7,5,34,1
TCMC4138,C20H27NO11,"Alpha-Pinene,Amygdalin",457.1584107,-4.0765,2.34,-0.64,12,7,202.32,7,3,32,2
TCMC4298,C40H56O2,Zeaxanthin,568.428031,8.4896,5.64,10.564,2,2,40.46,10,2,42,1
TCMC4369,C14H20N2O3,"N-Feruloylputrescine,Subaphyllin",265.1552175,-2.7825,2.45,1.495,2,3,86.2,8,1,19,0
TCMC7370,C21H22O5,Epoxybergamottin,354.1467238,1.1194,3.22,3.906,2,0,51.97,6,4,26,0
TCMC1030,C15H12O2,Dibenzoylmethane,224.08,-0.4928,2.89,5.723,2,0,34.14,4,2,17,1
TCMC1095,C16H14O4,Echinatin,270.09,-0.8751,2.78,2.643,1,2,66.76,7,2,20,0
TCMC1111,C30H46O4,Enoxolone,470.34,1.6831,4.32,6.745,4,2,74.6,10,5,34,1
TCMC1186,C16H12O4,Formononetin,268.07,-1.1788,2.78,2.994,1,1,55.76,4,3,20,0
TCMC1201,C15H10O5,Galangin,270.05,-1.8806,2.56,3.511,2,3,86.99,4,3,20,0
TCMC1213,C30H42O7,Ganoderenic Acid A,514.29,1.2733,3.99,0.491,7,3,128.97,15,4,37,0
TCMC1236,C15H10O5,Genistein,270.05,-2.0476,2.56,1.512,1,3,86.99,4,3,20,0
TCMC1241,C20H32O2,Geranylgeranoic Acid,304.24,4.9063,3.44,6.264,2,1,37.3,16,0,22,1
TCMC1254,C20H20O4,Glabranin,324.14,0.5233,3.22,3.963,1,2,66.76,7,3,24,0
TCMC1255,C20H20O4,Glabridin,324.14,-0.1402,3.22,3.207,0,2,58.92,5,4,24,0
TCMC1256,C25H28O4,Glabrol,392.2,2.4007,3.77,4.8,1,2,66.76,11,3,29,0
TCMC1257,C20H16O5,Glabrone,336.1,-0.6795,3.11,2.912,1,2,75.99,5,4,25,0
TCMC1260,C21H20O6,Glisoflavone,368.13,-0.222,3.11,2.967,1,3,96.22,10,3,27,0
TCMC1266,C21H24O5,Glyasperin C,356.16,0.3173,3.22,2.833,0,3,79.15,10,3,26,0
TCMC1267,C22H26O5,Glyasperin D,370.18,0.7258,3.33,3.352,0,2,68.15,11,3,27,0
TCMC1277,C21H22O5,Glycybenzofuran,354.15,0.9326,3.22,3.033,0,3,83.06,11,3,26,0
TCMC1278,C25H28O5,Glycyrdione A,408.19,1.8811,3.66,4.937,2,3,94.83,15,2,30,0
TCMC1279,C21H18O6,Glycyrol,366.11,0.6598,3.11,2.978,1,2,89.13,8,4,27,0
TCMC1280,C20H18O6,Glycyrrhisoflavone,354.11,-0.6305,3,2.448,1,4,107.22,9,3,26,0
TCMC1329,C16H12O6,Hispidulin,300.06,-1.9363,2.56,1.123,1,3,96.22,6,3,22,0
TCMC1342,C21H25NO4.ClH,"Hydron;2,3,9,10-Tetramethoxy-6,8,13,13A-Tetrahydro-5H-Isoquinolino[2,1-B]Isoquinoline;Chloride",355.18,0.0968,3.22,2.548,1,0,40.16,8,4,26,0
TCMC1380,C25H26O6,Isoangustone A,422.17,1.2469,3.55,3.918,1,4,107.22,13,3,31,0
TCMC1381,C20H20O4,Isobavachalcone,324.14,0.5938,3.22,4.234,1,3,77.76,10,2,24,0
TCMC1392,C21H18O6,Isoglycyrol,3.66E+02,7.00E-04,3.11,3.099,1,1,78.13,5,5,27,0
TCMC1397,C16H12O6,Isokaempferide,300.06,-2.2764,2.56,1.807,2,3,96.22,6,3,22,0
TCMC1398,C20H18O6,Isolicoflavonol,354.11,-0.4635,3,3.385,2,4,107.22,9,3,26,0
TCMC1399,C15H12O4,Isoliquiritigenin,256.07,-1.2836,2.67,2.764,1,3,77.76,6,2,19,0
TCMC1400,C21H22O9,Isoliquiritin,418.13,-3.0305,2.78,1.656,6,6,156.91,12,3,30,1
TCMC1435,C20H18O4,Kanzonol B,322.12,0.0845,3.22,4.164,1,2,66.76,7,3,24,0
TCMC1482,C21H22O4,Licoagrochacone A,338.15,0.7466,3.33,4.443,1,2,66.76,11,2,25,0
TCMC1483,C16H14O5,Licochalcone B,286.08,-1.3354,2.67,2.109,1,3,86.99,8,2,21,0
TCMC1484,C21H22O4,Licochalcone C,338.15,1.0023,3.33,4.113,1,2,66.76,11,2,25,0
TCMC1485,C21H22O4,Licochalcone E,338.15,0.684,3.33,4.093,1,2,66.76,11,2,25,0
TCMC1486,C20H20O5,Licocoumarone,340.13,0.2906,3.11,2.921,0,3,83.06,10,3,25,0
TCMC1487,C20H18O6,Licoflavonol,354.11,-0.4635,3,3.385,2,4,107.22,9,3,26,0
TCMC1488,C26H32O5,Licoricidin,424.22,2.1947,3.77,4.303,0,3,79.15,14,3,31,0
TCMC1489,C26H30O13,Licuroside,550.17,-4.4392,2.89,0.319,10,8,215.83,17,4,39,1
TCMC1500,C21H22O9,Liquiritin,418.13,-3.101,2.78,0.752,6,5,145.91,9,4,30,0
TCMC1501,C15H12O4,Liquirtigenin,256.07,-1.3541,2.67,1.86,1,2,66.76,3,3,19,0
TCMC153,C15H12O4,"(E)-3-(2,4-Dihydroxyphenyl)-1-(4-Hydroxyphenyl)Prop-2-En-1-One",256.07,-1.2836,2.67,2.124,1,3,77.76,6,2,19,0
TCMC1562,C31H48O4,Methyl Glycyrrhetinate,484.36,1.9341,4.43,7.066,4,1,63.6,11,5,35,1
TCMC166,C15H12O4,(R)-Pinocembrin,256.07,-1.3541,2.67,2.493,1,2,66.76,3,3,19,0
TCMC1669,C36H36N2O5,,576.26,0.2235,4.65,6.078,2,0,52.63,6,7,43,1
TCMC1733,C28H32O16,Narcissin,624.17,-5.7305,2.78,-1.098,11,9,254.52,18,5,44,2
TCMC178,C15H12O4,"(Z)-1-(2,4-Dihydroxyphenyl)-3-(4-Hydroxyphenyl)Prop-2-En-1-One",256.07,-1.2836,2.67,2.764,1,3,77.76,6,2,19,0
TCMC1792,C22H22O9,Ononin,430.13,-2.9257,2.89,1.886,6,4,134.91,10,4,31,0
TCMC1796,C15H10O6,Orobol,286.05,-2.5079,2.45,0.978,1,4,107.22,5,3,21,0
TCMC1898,C15H12O4,Pinocembrin,256.07,-1.3541,2.67,2.493,1,2,66.76,3,3,19,0
TCMC1984,C27H30O16,Quercetin-3-Beta-Robinobioside,610.15,-6.139,2.67,-1.188,11,10,265.52,17,5,43,2
TCMC2000,C32H26O10,Rel-Licobichalcone,570.15,-3.267,3.88,2.742,2,6,173.98,15,5,42,1
TCMC2078,C20H20O6,Sigmoidin B,356.13,-0.3973,3,1.833,1,4,107.22,9,3,26,0
TCMC2089,C12H26O4S.Na,Sodium Lauryl Sulfate,265.15,-4.004,2.23,4.106,4,0,74.81,14,0,17,1
TCMC2093,C20H20O5,Sophoraflavanone B,340.13,0.063,3.11,2.367,1,3,86.99,8,3,25,0
TCMC2173,C21H20O6,Topazolin,368.13,-0.399,3.11,3.277,2,3,96.22,10,3,27,0
TCMC2251,C25H26O4,Hispaglabridin B,390.18,1.2279,3.77,4.607,0,1,47.92,6,5,29,0
TCMC2254,C25H28O4,Kanzonol C,392.2,2.4712,3.77,5.704,1,3,77.76,14,2,29,1
TCMC2263,C21H22O5,Licochalcone D,354.15,0.542,3.22,3.579,1,3,86.99,12,2,26,0
TCMC2270,C25H26O4,Licoflavone B,390.18,2.3306,3.77,5.47,1,2,66.76,11,3,29,1
TCMC2274,C26H30O5,1-Methoxyerythrabyssin Ii,422.21,2.1293,3.77,4.291,0,2,68.15,12,4,31,0
TCMC2283,C25H26O5,"(E)-1-[2,4-Dihydroxy-3-(3-Methylbut-2-Enyl)Phenyl]-3-(8-Hydroxy-2,2-Dimethylchromen-6-Yl)Prop-2-En-1-One",406.18,1.5016,3.66,4.46,1,3,86.99,12,3,30,0
TCMC2418,C15H14O4,Davidigenin,258.09,-1.5475,2.67,2.512,1,3,77.76,7,2,19,0
TCMC2420,C20H18O4,Glabrene,322.12,0.1169,3.22,3.072,0,2,58.92,5,4,24,0
TCMC2441,C27H32O6,Licorisoflavan A,452.22,2.1796,3.77,3.745,1,2,85.22,15,3,33,0
TCMC2530,C26H30O5,"(3R)-7,4'-Dihydroxy-5-Methoxy-6-Prenyl-6''',6'''-Dimethylpyrano[2''',3''':2',3']-Isoflavan",422.21,1.6854,3.77,4.233,0,2,68.15,11,4,31,0
TCMC2589,C25H28O5,3-Hydroxyglabrol,408.19,1.7485,3.66,4.465,2,3,86.99,12,3,30,0
TCMC2592,C25H28O4,Hispaglabridin A,392.2,1.7372,3.77,4.677,0,2,58.92,9,4,29,0
TCMC2612,C20H18O5,Wighteone,338.12,-0.1702,3.11,2.982,1,3,86.99,8,3,25,0
TCMC2673,C20H20O4,Phaseollinisoflavan,324.14,-0.1402,3.22,3.207,0,2,58.92,5,4,24,0
TCMC269,C30H46O4,18Alpha-Glycyrrhetic Acid,470.34,1.6831,4.32,6.745,4,2,74.6,10,5,34,1
TCMC270,C30H46O4,18Beta-Glycyrrhetic Acid,470.34,1.6831,4.32,6.745,4,2,74.6,10,5,34,1
TCMC2777,C16H16O4,Vestitol,272.1,-1.0998,2.78,2.326,0,2,58.92,5,3,20,0
TCMC280,C10H12O,1-Methoxy-4-[(Z)-Prop-1-Enyl]Benzene,148.09,0.8555,2.45,3.979,0,0,9.23,4,1,11,0
TCMC2812,C21H22O5,3'-Methoxyglabridin,354.15,-0.192,3.22,2.763,0,2,68.15,7,4,26,0
TCMC3074,C23H48,N-Tricosane,324.3756015,-5.9454,3.99,13.427,0,0,0,20,0,23,2
TCMC315,C21H25NO4,"2,3,9,10-Tetramethoxy-6,8,13,13A-Tetrahydro-5H-Isoquinolino[2,1-B]Isoquinoline",355.18,0.0968,3.22,2.548,1,0,40.16,8,4,26,0
TCMC332,C6H13NO4,"2,5-Dideoxy-2,5-Imino-D-Mannitol",163.08,-2.44,1.57,-0.929,5,5,92.95,6,1,11,0
TCMC3475,C42H62O16,Uralsaponin A,819.3803108,-3.6397,4.32,2.113,16,5,275.53,7,7,58,1
TCMC3495,C12H14O8,Uralenneoside,286.0688674,-2.5541,1.9,-0.527,6,5,136.68,3,2,20,0
TCMC3499,C21H22O5,Licobenzofuran,354.1467238,0.6991,3.22,3.44,0,2,72.06,5,3,26,0
TCMC3693,C10H13N,"5,6,7,8-Tetrahydro-4-Methylquinoline",147.1047994,0.384,2.45,2.919,1,0,12.89,0,2,11,0
TCMC3713,C21H20O7,Uralene,384.120903,-0.4923,3,3.078,2,4,107.22,4,3,28,0
TCMC3724,C27H34O5,Licorisoflavan A,438.2406242,2.6032,3.88,4.822,0,2,68.15,7,3,32,0
TCMC3982,C21H22O5,Gancaonin I,354.1467238,0.6991,3.22,3.44,0,2,72.06,5,3,26,0
TCMC3983,C22H22O6,Glycyrin,382.1416384,1.1021,3.22,4.068,1,2,75.99,5,3,28,0
TCMC405,C20H19N3O2,3-(1H-Benzimidazol-2-Yl)-7-(Diethylamino)Chromen-2-One,333.15,0.4793,3.11,4.231,4,1,58.22,6,4,25,0
TCMC4077,C20H16O5,Licoagroisoflavone,336.0997736,-0.3831,3.11,1.805,4,2,66.76,2,4,25,0
TCMC4086,C21H20O7,Licofuranocoumarin,384.120903,-0.7318,3,2.64,2,3,96.22,3,4,28,0
TCMC4368,C20H18O6,Licoisoflavone,354.1103383,-0.1179,3,1.732,1,4,97.99,3,3,26,0
TCMC4429,C20H18O7,Uralenol,370.1052529,-0.5568,2.89,2.546,2,5,118.22,3,3,27,0
TCMC4430,C21H20O7,Uralenol-3-Methylether,384.120903,-0.4923,3,2.438,2,4,107.22,4,3,28,0
TCMC4525,C17H14O7,"3,3'-Dimethylquercetin",330.0739528,-1.9612,2.56,1.058,2,3,96.22,3,3,24,0
TCMC4570,C21H20O5,Gancaonin A,352.1310737,0.7509,3.22,3.214,1,2,66.76,4,3,26,0
TCMC4571,C21H20O6,Gancaonin B,368.1259884,0.2906,3.11,2.251,1,3,86.99,4,3,27,0
TCMC4572,C20H18O5,Lupiwighteone,338.1154237,0.0222,3.11,2.68,4,3,77.76,3,3,25,0
TCMC4573,C21H20O7,Gancaonin D,384.120903,-1.1203,3,0.355,5,4,107.22,5,3,28,0
TCMC4574,C21H20O7,Gancaonin P-3'-Methylether,384.120903,-0.1483,3,2.636,2,4,107.22,4,3,28,0
TCMC4592,C21H20O6,Glycycoumarin,368.1259884,0.6936,3.11,3.549,1,3,86.99,4,3,27,0
TCMC4593,C16H10O6,Glyzaglabrin,298.047738,-1.3774,2.56,1.227,1,2,75.99,1,4,22,0
TCMC4664,C22H22O9,Isoononin,430.1263823,-2.4131,2.89,1.599,6,4,125.68,5,4,31,0
TCMC4671,C16H10O6,Isotrifoliol,298.047738,-1.2176,2.56,1.508,1,2,89.13,1,4,22,0
TCMC4677,C27H30O15,Nicotiflorin,594.1584703,-5.4863,2.78,-0.935,14,9,236.06,6,5,42,2
TCMC4683,C17H14O6,Kumatakenin,314.0790382,-1.5009,2.67,2.021,2,2,75.99,3,3,23,0
TCMC4693,C22H22O6,Licoricone,382.1416384,0.6991,3.22,2.77,1,2,75.99,5,3,28,0
TCMC4771,C8H10N2O,"3-Methyl-6,7,8-Trihydropyrrolo[1,2-A]Pyrimidin-2-One",150.0793129,-1.1007,2.01,0.969,3,0,29.43,0,2,11,0
TCMC4799,C28H32O16,Narcissin,624.1690349,-5.3635,2.78,-1.403,11,9,245.29,7,5,44,2
TCMC4805,C21H22O9,Neoisoliquiritin,418.1263823,-3.0305,2.78,1.656,6,6,156.91,6,3,30,1
TCMC4808,C20H18O7,Neouralenol,370.1052529,-0.7314,2.89,2.666,5,5,118.22,3,3,27,0
TCMC4880,C11H15N,"5,6,7,8-Tetrahydro-2,4-Dimethylquinoline",161.1204495,0.8235,2.56,3.416,1,0,12.89,0,2,12,0
TCMC4999,C20H16O6,Licoisoflavone B,352.0946882,-0.6272,3,1.662,1,3,86.99,1,4,26,0
TCMC5001,C20H16O6,Semilicoisoflavone B,352.0946882,-0.6272,3,1.662,1,3,86.99,1,4,26,0
TCMC5118,C26H30O13,Licuroside,550.168641,-4.4392,2.89,0.319,10,8,215.83,9,4,39,1
TCMC5131,C20H18O6,Gancaonin C,354.1103383,-1.0685,3,0.799,5,4,97.99,4,3,26,0
TCMC524,C28H32O16,"5,7-Dihydroxy-2-(4-Hydroxy-3-Methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-[[(3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxychromen-4-One",624.17,-5.7305,2.78,-1.098,11,9,254.52,18,5,44,2
TCMC5307,C26H30O13,Liquiritigenin 4'-O-Β-D-Apio-D-Furanosyl(1→2)-Β-D-Glucopyranoside,550.168641,-4.5097,2.89,-0.585,10,7,204.83,7,5,39,1
TCMC531,C15H12O4,"5,7-Dihydroxy-2-Phenyl-2,3-Dihydrochromen-4-One",256.07,-1.3541,2.67,2.493,1,2,66.76,3,3,19,0
TCMC5321,C21H20O6,Licoarylcoumarin,368.1259884,0.2357,3.11,2.972,1,3,86.99,4,3,27,0
TCMC533,C25H26O5,"5,7-Dihydroxy-3-(4-Hydroxyphenyl)-6,8-Bis(3-Methylbut-2-Enyl)Chromen-4-One",406.18,1.7072,3.66,4.452,1,3,86.99,12,3,30,0
TCMC5368,C21H20O6,Glicoricone,368.1259884,0.2906,3.11,2.251,1,3,86.99,4,3,27,0
TCMC5589,C20H20O4,Licoagrochalcone A,324.1361591,0.5938,3.22,4.234,1,3,77.76,5,2,24,0
TCMC574,C24H28O4,"6,8-Bis(3-Methylbut-2-Enyl)-9,10-Dihydrophenanthrene-2,3,5,7-Tetrol",380.2,2.0384,3.66,4.583,0,4,80.92,12,3,28,0
TCMC575,C25H26O6,"6,8-Diprenylorobo",422.17,1.2469,3.55,3.918,1,4,107.22,13,3,31,0
TCMC5796,C24H30O4,Uralstilbene,382.2144094,2.035,3.66,5.665,0,3,69.92,8,2,28,1
TCMC584,C15H10O4,7-Hydroxy-2-(4-Hydroxyphenyl)Chromen-4-One,254.06,-1.4242,2.67,2.53,1,2,66.76,3,3,19,0
TCMC587,C21H20O6,7-O-Methylluteone,368.13,-0.222,3.11,2.538,1,3,96.22,10,3,27,0
TCMC5920,C30H48O3,Glycyrrhetol,456.3603454,1.4742,4.43,7.052,3,2,57.53,1,5,33,1
TCMC596,C20H18O5,8-Prenylapigenin,338.12,-0.0071,3.11,3.037,1,3,86.99,8,3,25,0
TCMC597,C20H20O5,8-Prenylnaringenin,340.13,0.063,3.11,2.367,1,3,86.99,8,3,25,0
TCMC6010,C20H20O6,6-Prenylated Eriodictyol,356.1259884,-0.3973,3,1.833,1,4,107.22,3,3,26,0
TCMC6011,C20H20O6,8-Prenylated Eriodictyol,356.1259884,-0.3973,3,1.833,1,4,107.22,3,3,26,0
TCMC6102,C21H20O6,Glycyrrhisoflavanone,368.1259884,-0.6156,3.11,1.686,1,2,85.22,2,4,27,0
TCMC616,C32H48O5,Acetoxolone,512.35,2.0622,4.43,7.485,5,1,80.67,12,5,37,1
TCMC6193,C31H48O5,Methyl-24-Hydroxyglycyrrhetate,500.3501746,0.8434,4.32,6.363,5,2,83.83,3,5,36,1
TCMC6218,C42H62O17,Licoricesaponin G2,835.3752254,-4.7304,4.21,0.981,17,6,295.76,8,7,59,2
TCMC6219,C42H64O16,Licoricesaponin J2,821.3959609,-4.2837,4.32,3.288,16,6,278.69,8,7,58,2
TCMC6291,C21H20O5,Glyurallin A,352.1310737,0.6084,3.22,2.919,0,2,72.06,3,4,26,0
TCMC6292,C25H26O6,Glyarallin B,422.1729386,1.7595,3.55,3.631,1,4,97.99,5,3,31,0
TCMC6364,C42H62O16,Uralsaponin B,819.3803108,-3.6397,4.32,1.684,16,5,275.53,7,7,58,1
TCMC6521,C31H44O6,Glyuranolide,512.3137891,1.0882,4.21,4.546,6,1,89.9,2,6,37,0
TCMC6655,C25H24O5,Glycyrdione D,404.1623739,0.8625,3.66,4.797,2,1,72.83,4,4,30,0
TCMC6673,C20H16O5,Phaseol,336.0997736,0.7116,3.11,3.422,1,2,79.9,2,4,25,0
TCMC6795,C21H22O9,Neoliquiritin,418.1263823,-3.101,2.78,0.752,6,5,145.91,4,4,30,0
TCMC6959,C30H44O4,Glabrolide,468.3239599,1.719,4.32,5.48,4,1,63.6,0,6,34,1
TCMC696,C10H12O,Anethole,148.09,0.8555,2.45,3.979,0,0,9.23,4,1,11,0
TCMC700,C25H26O6,Angustone A,422.17,1.2469,3.55,3.489,1,4,107.22,13,3,31,0
TCMC7008,C20H18O6,Erythrinin C,354.1103383,-1.083,3,1.786,2,3,86.99,2,4,26,0
TCMC7062,C22H22O12,Ordoritin-Glucoside,478.1111261,-3.794,2.56,-0.861,6,7,186.37,5,4,34,1
TCMC7080,C22H20O10,Licoagroside C,444.1056468,-2.5042,2.78,1.363,6,4,148.05,4,5,32,0
TCMC7131,C48H72O19,Licoricesaponin F3,950.45113,-3.7262,4.65,2.802,19,7,303.55,8,9,67,2
TCMC7132,C42H62O16,Licoricesaponin K2,819.3803108,-3.6786,4.32,2.425,16,6,278.69,8,7,58,2
TCMC7201,C21H24O4,Gancaonin Z,340.1674592,0.7776,3.33,3.796,0,2,58.92,4,3,25,0
TCMC7351,C42H62O16,Licoricesaponin H2,819.3803108,-3.6397,4.32,2.113,16,5,275.53,7,7,58,1
TCMC7367,C21H18O5,"[6',6''-Dimethylpyrano-(2',3':7,8)]-4'-Methoxy-3-Arylcoumarin",350.1154237,0.4424,3.22,3.165,1,1,55.76,2,4,26,0
TCMC737,C21H20O11,Astragalin,448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
TCMC7371,C30H32O6,Kanzonol L,488.2198887,3.1276,4.1,4.602,1,3,86.99,5,4,36,0
TCMC7372,C26H28O6,Kanzonol K,436.1885886,2.168,3.66,3.721,1,3,86.99,6,3,32,0
TCMC794,C42H70O35,Betadex,1134.37,-12.2283,2.23,-13.762,35,21,554.05,28,7,77,2
TCMC855,C16H12O5,Calycosin,284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
TCMC87,C20H20O5,(2S)-Abyssinone Ii,340.13,0.063,3.11,2.367,1,3,86.99,8,3,25,0
TCMC949,C9H6O2,Coumarin,146.04,0.27,2.23,2.706,1,0,26.3,0,2,11,0
TCMC983,C15H10O4,Daidzein,254.06,-1.5873,2.67,2.475,1,2,66.76,3,3,19,0
TCMC2281,C28H34O9,Nomilin,514.22,0.2549,3.55,2.498,8,0,121.64,9,6,37,0
TCMC2660,C11H20O,(E)-2-Undecenal,168.15,-1.2524,2.56,4.695,1,0,17.07,9,0,12,0
TCMC2925,C10H20O,Decanal,156.1514153,0.6746,2.45,3.52,1,1,20.23,1,1,11,0
TCMC2929,C10H14O,Carvacrol,150.1044651,1.5954,2.45,1.756,1,0,17.07,1,1,11,0
TCMC3079,C8H16O,Octanal,128.1201151,-2.5267,2.23,2.467,1,1,20.23,0,1,9,0
TCMC3115,C10H18,Α-Thujene,138.1408506,-0.3342,2.56,4.82,0,0,0,4,0,10,0
TCMC3141,C8H18O,Octanol,130.1357652,1.9131,2.23,2.62,1,0,9.23,2,0,9,0
TCMC3234,C19H18O7,"4'-Hydroxy-5,6,7,8-Tetramethoxyflavone",357.0974279,-0.3643,2.78,1.477,6,0,105.87,7,3,26,0
TCMC3506,C9H18O,Nonaylaldehyde,142.1357652,2.2165,2.34,2.615,1,0,17.07,2,0,10,0
TCMC3745,C28H34O15,Neohesperidin,610.1897704,-4.86,2.89,-1.489,10,8,234.29,7,5,43,1
TCMC3824,C10H16,"(-)-Nopinene,(1S,5S)-6,6-Dimethyl-2-Methylenebicyclo[3.1.1]Heptane,Β-Pinene",136.1252005,1.3695,2.56,4.222,0,0,0,0,1,10,0
TCMC4136,C11H16O,"4-(1,1-Dimethylethyl)-Benzenemethanol",164.1201151,2.7325,2.56,1.998,1,0,17.07,0,1,12,0
TCMC4337,C15H24,"(E,E)-Α-Farnesene,3,7,11-Trimethyldodeca-1,3,6,10-Tetraene,Farnesene,Α-Farnesene",204.1878008,4.4725,3.11,6.136,0,0,0,6,0,15,1
TCMC4924,C9H11NO2,Benzoic Acid 2-Methylaminomethylester,165.0789786,0.3181,2.12,1.639,3,0,39.19,3,1,12,0
TCMC4925,C20H20O8,"5-Hydroxy-6,7,8,3',4'-Pentamethoxyflavone",388.1158176,-0.3375,2.78,2.481,4,0,89.52,7,3,28,0
TCMC5082,C10H14,P-Cymol,134.1095504,1.942,2.56,4.27,0,0,0,1,1,10,0
TCMC5428,C18H16O6,"5-Hydroxy-7,8,4'-Trimethoxyflavanone",328.0946882,-0.4735,2.78,2.899,1,1,64.99,4,3,24,0
TCMC5779,C25H28O8,Limonin,456.1784179,0.0393,3.33,3.381,5,0,95.97,9,3,33,0
TCMC6518,C18H16O5,"5,7,4'-Trimethoxyflavone",312.0997736,-1.7192,2.89,2.523,4,2,83.83,3,3,23,0
TCMC6552,C15H22O,"2,6,10-Trimethyl-2,6,9,11-Dodecatetraenal",218.1670653,2.3344,3,4.187,1,0,17.07,2,2,16,0
TCMC6574,C17H14O6,"5,4'-Dihydroxy-7,8-Dimethoxy Flavone",314.0790382,-0.9574,2.67,2.232,4,2,83.83,4,3,23,0
TCMC6578,C21H22O8,Citromitin,402.1314677,-1.3845,2.89,3.139,8,2,110.13,7,3,29,0
TCMC6582,C19H18O6,"5,7,8,4'-Tetramethoxyflavone",342.1103383,-0.7688,2.89,3.238,2,4,107.22,6,2,25,0
TCMC6814,C28H34O15,Hesperetin-7-O-Rutinoside,610.1897704,-4.86,2.89,-1.489,10,8,234.29,7,5,43,1
TCMC6824,C12H10O5,"5,5'-Oxydimethylene-Bis(2-Furaldehyde)",233.0449984,-1.7286,2.23,3.602,5,0,81.65,2,2,17,0
TCMC119,C9H10O2,(4-Methylphenyl) Acetate,150.07,0.5608,2.23,3.107,1,0,26.3,4,1,11,0
TCMC120,C10H16O,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol,152.12,1.0517,2.45,1.848,1,1,20.23,4,1,11,0
TCMC2248,C12H12O2,Z-Butylidenephthalide,188.08,-0.0512,2.56,4.128,2,0,26.3,3,2,14,0
TCMC2650,C12H14O4,Dillapiole,222.09,0.6224,2.34,1.831,0,0,36.92,6,2,16,0
TCMC273,C7H7N3,1H-Benzimidazol-2-Amine,133.06,-0.4695,1.9,2.148,3,3,47.91,0,2,10,0
TCMC276,C8H7NO,1H-Indol-5-Ol,133.05,-0.8807,2.12,1.276,1,2,36.02,1,2,10,0
TCMC2861,C3H9N,Trimethylamine,60.08132432,-1.137,1.68,-0.096,0,1,4.44,0,0,4,0
TCMC2862,C4H4N2O2,Uracil,110.0116273,-1.7842,1.46,-0.929,4,0,58.86,0,1,8,0
TCMC2893,C5H14ClNO,Choline Chloride,104.1075391,-1.5741,1.79,-0.837,1,1,20.23,2,0,7,0
TCMC2935,C9H10O2,Methyl Phenylacetate,150.0680796,0.046,2.23,3.401,2,0,26.3,3,1,11,0
